start	end	speaker	wconfidence	text
243152	243402	A	0.91226	key
243456	243770	A	0.99999	idea
243840	244026	A	0.99997	can
244048	244186	A	1.0	be
244208	244442	A	0.80663	thought
244496	245100	A	1.0	of
245470	245786	A	0.99999	in
245808	245994	A	0.99998	terms
246032	246234	A	0.9	of
246272	247050	A	0.74045	motion.
247550	248010	A	0.93	And
248080	248326	A	0.92447	you're
248358	248554	A	0.99881	all
248592	249062	A	0.9665	familiar,
249126	249354	A	0.99999	for
249392	249786	A	0.99985	example,
249888	250202	A	0.99996	with
250256	250566	A	0.9996	riding
250598	250698	A	1.0	a
250704	251174	A	0.65534	bicycle
251222	251386	A	0.99997	or
251408	251734	A	0.89411	driving
251782	251946	A	1.0	a
251968	252540	A	0.98886	car
252990	253546	A	1.0	and
253648	254022	A	0.99999	seeing
254096	254286	A	1.0	the
254308	254590	A	0.99398	world
254660	254894	A	1.0	as
254932	255086	A	0.99999	if
255108	255434	A	0.65632	it's
255482	255962	A	0.97489	passing
256026	256302	A	0.99998	by
256356	256718	A	0.99939	you
256804	257102	A	1.0	at
257156	257422	A	1.0	some
257476	258170	A	0.99883	velocity,
258250	258494	A	0.99996	with
258532	258734	A	0.99999	some
258772	259738	A	0.98161	velocity.
259914	260206	A	1.0	And
260228	260366	A	1.0	of
260388	260622	A	1.0	course,
260676	260846	A	0.99982	with
260868	261226	A	0.89396	respect
261258	261406	A	1.0	to
261428	261566	A	1.0	the
261588	261918	A	0.96231	world
262004	262346	A	0.99366	you're
262378	262746	A	1.0	passing
262778	263022	A	0.79154	by
263076	263342	A	0.98928	it
263396	263614	A	0.99996	with
263652	263854	A	1.0	some
263892	264830	A	0.92495	velocity.
265810	266570	A	0.88	And
266740	267074	A	0.99959	this
267112	267554	A	0.61672	idea
267672	268194	A	1.0	that
268312	269198	A	0.99979	velocity
269294	269602	A	0.97641	is
269656	269970	A	1.0	not
270040	270660	A	0.99995	absolute
271030	271346	A	0.99997	but
271368	271742	A	0.42817	that's
271806	272610	A	0.9997	relative
273190	273602	A	1.0	to
273656	273922	A	1.0	some
273976	274702	A	0.61624	observer
274766	275042	A	1.0	who
275096	275614	A	0.88033	measures
275662	275922	A	0.99999	it
275976	276194	A	0.8918	in
276232	276530	A	0.68985	some
276600	277054	A	0.99991	reference
277102	277810	A	0.7208	frame
278230	278546	A	1.0	is
278568	278754	A	0.62	the
278792	279274	A	0.99813	foundation
279342	279574	A	0.98872	for
279612	279906	A	0.99961	theories
279938	280134	A	1.0	of
280172	280802	A	0.99635	relativity.
280866	281480	A	0.95213	So
281850	282882	A	0.9754	Galileo
282946	283346	A	0.96949	developed
283378	283574	A	0.9229	his
283612	283906	A	0.99998	theory
283938	284086	A	1.0	of
284108	285030	A	0.8828	relativity
285610	286310	A	0.99999	which
286460	287014	A	1.0	basically
287132	287414	A	1.0	was
287452	287606	A	1.0	just
287628	287766	A	1.0	a
287788	287974	A	0.99998	way
288012	288358	A	1.0	of
288444	288962	A	0.82862	converting
289026	289302	A	0.9147	from
289356	289794	A	0.99995	classical
289842	290482	A	0.74476	velocities
290546	290946	A	0.99	measured
290978	291126	A	1.0	by
291148	291334	A	1.0	one
291372	291806	A	0.99989	observer
291858	292074	A	0.99	to
292112	292534	A	0.99995	classical
292582	293270	A	0.61326	velocities
293350	293718	A	0.99913	measured
293734	293914	A	0.9933	by
293952	294250	A	1.0	another
294320	295210	A	0.97829	observer
295790	296106	A	0.99998	that
296128	296314	A	1.0	was
296352	296602	A	0.99999	moving
296656	296874	A	1.0	with
296912	297206	A	0.97084	respect
297238	297386	A	0.96	to
297408	297546	A	1.0	the
297568	297802	A	1.0	first
297856	298410	A	1.0	one.
298560	298874	A	0.85	And
298912	299114	A	1.0	this
299152	299686	A	0.76847	provided
299718	299866	A	1.0	the
299888	300342	A	0.99999	foundation
300406	300634	A	0.99977	for
300672	301286	A	0.80239	Einstein's
301318	301622	A	0.72063	theories
301686	301866	A	1.0	of
301888	302810	A	0.99975	relativity
303870	304474	A	0.99229	which
304592	305190	A	0.99987	modified
305270	306594	A	0.29756	Galileo's
306742	307246	A	1.0	by
307348	307786	A	0.99999	adding
307818	308014	A	1.0	the
308052	308730	A	0.99983	concept
308810	309150	A	0.98877	that
309220	309454	A	1.0	the
309492	309962	A	0.96324	observers
310026	310206	A	0.99934	have
310228	310414	A	1.0	to
310452	310894	A	0.6158	change
311012	311482	A	0.99775	exchange
311546	312160	A	0.99997	information
313490	313902	A	0.52	and
313956	314126	A	0.99999	can
314148	314430	A	0.70668	only
314500	314874	A	0.99337	exchange
314922	315086	A	0.99744	it
315108	315246	A	1.0	at
315268	315406	A	1.0	the
315428	315658	A	0.99999	speed
315674	315806	A	1.0	of
315828	316158	A	0.98375	light
316244	316446	A	1.0	which
316468	316666	A	0.99887	is
316708	317490	A	0.99384	finite.
319990	320740	A	0.99756	So
321430	321842	A	0.99999	this
321896	322354	A	0.99995	idea
322472	322754	A	0.99997	in
322792	323262	A	0.99907	physics
323326	323554	A	1.0	has
323592	323698	A	1.0	a
323704	323970	A	0.97848	long
324040	324660	A	0.97393	history.
325110	325474	A	0.89	Of
325512	325714	A	0.99998	course,
325752	325954	A	0.84	the
325992	326334	A	0.78393	core
326382	327026	A	0.96302	idea
327208	327554	A	0.99999	is
327592	327842	A	0.99779	that
327896	328414	A	0.56532	measurements
328462	328722	A	1.0	are
328776	329150	A	0.99999	always
329240	329542	A	0.94745	with
329596	330162	A	0.99832	respect
330226	330694	A	0.98	to
330812	331190	A	1.0	something
331260	331446	A	0.99832	or
331468	332040	A	0.88299	other.
332490	332854	A	1.0	And
332892	333094	A	0.98	the
333132	333382	A	0.99997	something
333436	333606	A	0.99148	or
333628	333862	A	0.99937	other
333916	334086	A	0.99843	is
334108	334198	A	1.0	a
334204	334514	A	0.87985	reference
334562	335202	A	0.94831	frame
335346	335702	A	0.7	and
335756	336022	A	0.99999	different
336076	336534	A	0.53731	agents
336652	336886	A	0.99999	can
336908	337190	A	0.99614	choose
337260	337638	A	0.70071	different
337724	338114	A	0.99039	reference
338162	338870	A	0.77583	frames.
339290	339846	A	0.79	And
339948	340214	A	1.0	this
340252	340502	A	0.9886	idea
340556	340774	A	0.95032	is
340812	341014	A	0.99993	very
341052	341494	A	0.92047	old.
341612	341858	A	0.99996	Here
341884	342026	A	0.99998	we
342048	342186	A	0.99901	have
342208	342298	A	1.0	a
342304	342566	A	0.92269	picture
342598	342746	A	1.0	of
342768	343770	A	0.71185	anubis
344350	344886	A	0.99341	choosing
344918	345066	A	0.82	a
345088	345414	A	0.99963	feather
345462	345626	A	0.99572	as
345648	345786	A	0.84	the
345808	346166	A	0.99998	reference
346198	346614	A	0.53522	frame
346662	346826	A	0.99995	with
346848	347420	A	0.99977	which
347790	348154	A	0.66	to
348192	348502	A	0.99876	measure
348566	348698	A	1.0	the
348704	348922	A	0.62144	heart
348976	349098	A	1.0	of
349104	349226	A	0.99	the
349248	350170	A	0.71809	pharaoh.
350590	350954	A	0.87892	So
350992	351242	A	0.98564	this
351296	351514	A	1.0	goes
351552	351802	A	1.0	back
351856	352122	A	1.0	to
352176	352490	A	0.99997	well
352560	353180	A	0.99996	before
353970	354238	A	0.96	the
354244	354510	A	0.98481	common
354580	354906	A	0.9984	era.
354938	355134	A	0.99194	This
355172	355326	A	0.99864	is
355348	355920	A	0.99991	about
356290	357038	A	1.0	2000
357124	357950	A	0.82223	BCE.
358370	358734	A	0.71359	So
358772	358926	A	0.99997	this
358948	359134	A	0.85995	is
359172	359326	A	1.0	a
359348	359534	A	0.99999	very
359572	359822	A	0.74476	old
359876	360238	A	0.72852	idea
360324	360666	A	0.99993	that's
360698	360942	A	0.99998	been
360996	362030	A	0.99979	elaborated
362930	363294	A	1.0	over
363332	363486	A	1.0	the
363508	364074	A	0.64175	centuries
364122	364334	A	0.99954	as
364372	364714	A	0.91442	science
364762	365022	A	0.99867	has
365076	366030	A	0.99997	developed
366550	367106	A	0.8	and
367208	367666	A	0.99998	in
367768	369522	A	0.89	the
369576	370062	A	0.99998	fairly
370126	370450	A	0.99999	big
370520	370946	A	0.98768	change
371048	371314	A	0.99978	in
371352	371554	A	0.99999	how
371592	371794	A	0.99999	this
371832	372178	A	0.99994	idea
372264	372514	A	0.99996	was
372552	372754	A	0.99975	thought
372792	373234	A	0.99961	about
373352	374290	A	0.59103	occurred
374710	375122	A	0.58146	in
375176	375662	A	0.97854	classical
375726	376222	A	1.0	physics
376286	376734	A	0.99997	reference
376782	377374	A	0.99968	frames
377502	377890	A	0.99999	were
377960	378242	A	0.99997	always
378296	378466	A	1.0	thought
378488	378626	A	1.0	of
378648	378834	A	0.99163	as
378872	379594	A	0.4034	mathematical
379662	380710	A	0.77153	abstractions
381610	382070	A	1.0	and
382140	382374	A	0.99997	an
382412	383186	A	0.36849	observer
383298	383574	A	1.0	and
383612	383766	A	1.0	a
383788	384194	A	0.99997	reference
384242	384642	A	0.73641	frame
384706	384934	A	0.99772	were
384972	385078	A	0.9997	more
385084	385206	A	0.92648	or
385228	385462	A	0.87344	less
385516	386178	A	0.99074	identified
386274	386534	A	0.99998	by
386572	387750	A	0.98813	Galileo.
388250	388614	A	1.0	And
388652	388902	A	0.99999	that
388956	389666	A	0.69819	identification
389778	390054	A	0.99996	is
390092	390434	A	0.99998	carried
390482	390742	A	0.99996	forward
390796	391206	A	0.66335	into
391308	392094	A	0.83419	Einstein
392162	392394	A	0.96995	who
392432	392694	A	0.55997	thinks
392742	393386	A	0.99999	about
393568	394438	A	0.58435	observers,
394534	394746	A	1.0	for
394768	395146	A	0.92662	example,
395248	395686	A	0.5043	sitting
395718	395914	A	1.0	on
395952	396694	A	0.9974	photons
396822	397450	A	1.0	and
397600	398390	A	0.82185	observers
398470	398714	A	0.99987	in
398752	399382	A	0.99296	spaceships
399446	399866	A	1.0	and
399968	400614	A	0.95413	observers
400662	400998	A	0.99295	riding
401014	401146	A	0.99997	on
401168	401574	A	0.78441	railroad
401622	402150	A	0.9982	trains
402230	402426	A	1.0	and
402448	402586	A	0.99995	this
402608	402794	A	0.99173	sort
402832	402938	A	1.0	of
402944	403210	A	0.99997	thing.
403280	403562	A	0.96	And
403616	403882	A	0.98197	always
403936	404166	A	1.0	that
404208	404414	A	0.99982	just
404452	404750	A	0.9998	means
404820	405054	A	0.9996	think
405092	405246	A	1.0	of
405268	405406	A	1.0	a
405428	405754	A	0.9587	reference
405802	406522	A	0.79391	frame
406666	407114	A	0.99972	that's
407162	407470	A	0.99999	doing
407540	407822	A	1.0	something
407876	408094	A	0.61747	or
408132	408720	A	0.99865	other.
409570	410320	A	0.84431	So
413490	413854	A	0.99	a
413892	414282	A	0.91568	reference
414346	414858	A	0.99094	frame
414954	415214	A	0.95137	in
415252	415754	A	0.99995	classical
415802	416202	A	0.99995	physics
416266	416554	A	0.99999	is
416612	417118	A	0.92276	essentially
417214	417954	A	0.99999	just
418152	418514	A	1.0	a
418552	419006	A	0.99963	coordinate
419038	419620	A	1.0	system
420550	421298	A	0.99	and
421464	422180	A	0.99997	these
422550	423230	A	0.58137	abstract
423310	423806	A	0.84268	coordinate
423838	424334	A	0.99966	systems
424382	424594	A	0.62511	can
424632	424786	A	1.0	be
424808	425246	A	0.9999	employed
425278	425426	A	0.99969	in
425448	425682	A	0.99985	thought
425736	426850	A	0.99657	experiments
427270	427922	A	0.95	and
428056	428402	A	0.9594	so
428456	428818	A	0.99994	they
428904	429166	A	0.80134	are
429208	429366	A	0.52	a
429388	429526	A	0.99997	way
429548	429734	A	1.0	to
429772	430578	A	0.98913	illustrate
430674	431282	A	0.69861	classical
431346	432066	A	0.79898	intuitions
432098	432438	A	1.0	about
432524	433350	A	0.47982	motion.
434490	434902	A	0.96	And
434956	435174	A	0.7102	in
435212	435366	A	1.0	the
435388	435974	A	0.86	90s,
436012	436358	A	0.97707	as
436444	436914	A	0.90369	quantum
436962	437366	A	0.99985	information
437468	437874	A	0.99986	theory
437922	438898	A	0.99859	developed
439074	439366	A	0.99994	it
439388	439622	A	0.99999	was
439676	440482	A	0.99929	realized
440626	441320	A	0.92496	that
442030	442586	A	0.59	a
442688	443094	A	0.99923	reference
443142	444006	A	0.86351	frame
444198	444746	A	0.99995	actually
444848	445302	A	0.70876	consists
445366	445594	A	1.0	of
445632	445834	A	1.0	a
445872	446358	A	0.99816	physical
446454	447002	A	0.99995	object.
447136	447386	A	0.65	I
447408	447594	A	0.99366	mean,
447632	447834	A	0.99984	even
447872	448026	A	0.99997	in
448048	448138	A	1.0	the
448144	448966	A	0.97649	picture
449158	449562	A	0.99984	from
449616	449834	A	1.0	the
449872	450374	A	0.94196	Egyptian
450422	451270	A	0.9023	tomb
451430	451754	A	0.72	the
451792	452166	A	0.99997	reference
452198	452486	A	0.99882	frame
452518	452666	A	0.99988	is
452688	452874	A	0.77	a
452912	453350	A	0.99824	physical
453430	454250	A	0.63329	feather.
455490	456094	A	1.0	And
456212	456542	A	0.84044	that
456596	456910	A	0.99999	means
456980	457598	A	0.99999	that
457764	458142	A	0.6	the
458196	458554	A	0.98787	reference
458602	459034	A	0.67698	frame
459082	459680	A	0.99874	itself
460530	460942	A	0.59633	is
460996	461626	A	0.83236	described
461658	461806	A	1.0	by
461828	462186	A	0.99998	quantum
462218	462554	A	0.99096	theory.
462602	462826	A	0.98319	It's
462858	463198	A	0.53894	some
463284	463882	A	0.99997	quantum
463946	464560	A	0.99996	system.
465810	466426	A	1.0	And
466548	466786	A	0.97442	if
466808	467138	A	0.98951	you
467224	467474	A	0.99999	think
467512	467858	A	1.0	about
467944	468334	A	0.99529	reference
468382	468686	A	0.99989	frames
468718	468866	A	0.99625	that
468888	469026	A	0.99999	are
469048	469598	A	0.9389	familiar
469694	469906	A	1.0	for
469928	470594	A	0.79784	example,
