"Start Time","End Time","Transcript"
"00;01;04;16","00;01;05;14","last time"
"00;01;05;14","00;01;06;10","and"
"00;01;06;10","00;01;06;16","let"
"00;01;06;16","00;01;06;19","you"
"00;01;06;19","00;01;06;22","know"
"00;01;06;22","00;01;06;26","if"
"00;01;06;26","00;01;07;09","anything"
"00;01;07;09","00;01;07;18","is"
"00;01;07;18","00;01;07;29","awry."
"00;01;08;28","00;01;09;07","Okay."
"00;01;09;07","00;01;09;16","Sounds"
"00;01;09;16","00;01;09;26","good."
"00;01;09;26","00;01;10;02","Thank"
"00;01;10;02","00;01;10;11","you."
"00;01;10;23","00;01;10;27","My"
"00;01;10;27","00;01;11;02","name"
"00;01;11;02","00;01;11;04","is"
"00;01;11;04","00;01;11;12","John"
"00;01;11;12","00;01;11;25","Boik."
"00;01;11;25","00;01;12;02","I'm"
"00;01;12;02","00;01;13;05","a courtesy"
"00;01;13;05","00;01;13;21","faculty"
"00;01;13;21","00;01;13;24","at"
"00;01;13;24","00;01;14;03","Oregon"
"00;01;14;03","00;01;14;10","State"
"00;01;14;10","00;01;15;02","University"
"00;01;15;02","00;01;15;18","Environmental"
"00;01;15;18","00;01;16;04","Science"
"00;01;16;04","00;01;16;16","Graduate"
"00;01;16;16","00;01;17;08","Program,"
"00;01;17;08","00;01;17;28","and"
"00;01;17;28","00;01;18;21","the series"
"00;01;18;21","00;01;18;25","is"
"00;01;18;25","00;01;19;12","about"
"00;01;19;12","00;01;19;19","our"
"00;01;19;19","00;01;19;28","series"
"00;01;19;28","00;01;20;00","of"
"00;01;20;00","00;01;20;17","discussions,"
"00;01;20;17","00;01;20;21","is"
"00;01;20;21","00;01;20;28","about"
"00;01;20;28","00;01;22;02","a series"
"00;01;22;02","00;01;22;06","of"
"00;01;22;06","00;01;22;26","three papers"
"00;01;22;26","00;01;23;02","that I"
"00;01;23;02","00;01;23;16","recently"
"00;01;23;16","00;01;24;02","published"
"00;01;24;02","00;01;24;08","in the"
"00;01;24;08","00;01;24;19","journal"
"00;01;24;19","00;01;25;04","Sustainable"
"00;01;25;04","00;01;25;19","Building."
"00;01;25;19","00;01;25;29","And"
"00;01;25;29","00;01;26;07","the"
"00;01;26;07","00;01;26;22","topic"
"00;01;26;22","00;01;27;15","is"
"00;01;27;15","00;01;28;02","Societal"
"00;01;28;02","00;01;29;23","Transformation"
"00;01;30;29","00;01;31;23","I think"
"00;01;31;23","00;01;32;05","somewhere"
"00;01;32;05","00;01;32;09","in the"
"00;01;32;09","00;01;32;17","middle,"
"00;01;32;17","00;01;32;22","in the"
"00;01;32;22","00;01;33;00","middle"
"00;01;33;00","00;01;33;03","of"
"00;01;33;03","00;01;33;12","this"
"00;01;33;12","00;01;33;22","talk,"
"00;01;33;22","00;01;33;29","we'll"
"00;01;33;29","00;01;34;07","show"
"00;01;34;07","00;01;34;14","some"
"00;01;34;14","00;01;34;25","links"
"00;01;34;25","00;01;35;00","to"
"00;01;35;00","00;01;35;26","those papers"
"00;01;35;26","00;01;36;16","and"
"00;01;36;29","00;01;37;06","then"
"00;01;37;06","00;01;37;22","to"
"00;01;37;22","00;01;38;12","my website"
"00;01;38;12","00;01;38;17","where"
"00;01;38;17","00;01;38;21","all"
"00;01;38;21","00;01;38;25","this"
"00;01;38;25","00;01;39;12","information"
"00;01;39;12","00;01;40;14","can be found"
"00;01;42;03","00;01;42;23","So"
"00;01;42;23","00;01;43;22","where do you have"
"00;01;43;22","00;01;44;06","the slides"
"00;01;44;06","00;01;44;16","if you want"
"00;01;44;16","00;01;44;18","to"
"00;01;44;18","00;01;44;26","put up"
"00;01;44;26","00;01;45;05","Slide"
"00;01;45;05","00;01;45;20","14?"
"00;01;45;20","00;01;45;26","We're"
"00;01;45;26","00;01;46;01","just"
"00;01;46;01","00;01;46;05","going"
"00;01;46;05","00;01;46;08","to"
"00;01;46;08","00;01;46;20","jump"
"00;01;46;20","00;01;47;07","in."
"00;01;47;07","00;01;47;10","We're"
"00;01;47;10","00;01;47;14","going"
"00;01;47;14","00;01;47;17","to"
"00;01;47;17","00;01;47;27","jump"
"00;01;47;27","00;01;48;15","into"
"00;01;48;15","00;01;49;02","halfway"
"00;01;49;02","00;01;49;14","through"
"00;01;49;14","00;01;49;27","the last"
"00;01;49;27","00;01;50;08","talk."
"00;01;50;08","00;01;50;16","We had"
"00;01;50;16","00;01;50;24","a bunch"
"00;01;50;24","00;01;51;06","of slides"
"00;01;51;06","00;01;51;10","that"
"00;01;51;10","00;01;51;16","we"
"00;01;51;16","00;01;51;26","didn't"
"00;01;51;26","00;01;52;02","get"
"00;01;52;02","00;01;52;22","to."
"00;01;53;08","00;01;53;27","So"
"00;01;53;27","00;01;54;02","we're"
"00;01;54;02","00;01;54;05","going"
"00;01;54;05","00;01;54;15","to try"
"00;01;54;15","00;01;54;22","to get"
"00;01;54;22","00;01;54;26","to"
"00;01;54;26","00;01;55;09","them"
"00;01;57;25","00;01;58;19","now."
"00;01;58;19","00;01;58;29","Yep,"
"00;01;58;29","00;01;59;06","I'm"
"00;01;59;06","00;01;59;15","there,"
"00;01;59;15","00;01;59;19","so"
"00;01;59;19","00;01;59;25","I'll"
"00;01;59;25","00;01;59;29","be"
"00;01;59;29","00;02;00;12","following"
"00;02;00;12","00;02;00;19","along,"
"00;02;00;19","00;02;00;22","but"
"00;02;00;22","00;02;01;00","you just"
"00;02;01;00","00;02;01;06","won't"
"00;02;01;06","00;02;01;12","see"
"00;02;01;12","00;02;01;15","it."
"00;02;01;15","00;02;01;19","But"
"00;02;01;19","00;02;01;24","we're"
"00;02;01;24","00;02;01;28","good"
"00;02;01;28","00;02;02;18","to go."
"00;02;02;28","00;02;03;04","Oh,"
"00;02;03;04","00;02;03;13","I won't"
"00;02;03;13","00;02;03;17","see"
"00;02;03;17","00;02;03;20","it."
"00;02;03;20","00;02;04;00","Okay."
"00;02;04;00","00;02;04;21","All right."
"00;02;04;25","00;02;05;11","OK."
"00;02;05;21","00;02;06;01","All right."
"00;02;06;01","00;02;06;17","So"
"00;02;06;17","00;02;06;26","slide"
"00;02;06;26","00;02;08;11","14 is"
"00;02;08;11","00;02;08;21","is a"
"00;02;08;21","00;02;09;02","list"
"00;02;09;02","00;02;09;05","of"
"00;02;09;05","00;02;10;01","14,000"
"00;02;10;01","00;02;10;13","data"
"00;02;10;13","00;02;10;19","that"
"00;02;10;19","00;02;11;20","I had"
"00;02;12;15","00;02;13;03","proposed"
"00;02;13;03","00;02;13;06","in"
"00;02;13;06","00;02;13;29","this"
"00;02;13;29","00;02;14;12","second."
"00;02;14;12","00;02;14;25","The second"
"00;02;14;25","00;02;15;08","paper,"
"00;02;15;08","00;02;15;15","part"
"00;02;15;15","00;02;16;03","two"
"00;02;17;14","00;02;17;25","I should"
"00;02;17;25","00;02;18;05","probably"
"00;02;18;05","00;02;18;12","say"
"00;02;18;12","00;02;18;17","what"
"00;02;18;17","00;02;18;21","the"
"00;02;18;21","00;02;19;05","title"
"00;02;19;05","00;02;19;09","of"
"00;02;19;09","00;02;19;14","that"
"00;02;19;14","00;02;19;26","series"
"00;02;19;26","00;02;20;06","is is"
"00;02;20;06","00;02;20;10","the"
"00;02;20;10","00;02;20;19","title"
"00;02;20;19","00;02;20;22","is"
"00;02;20;22","00;02;21;08","Science"
"00;02;21;08","00;02;21;21","Driven"
"00;02;21;21","00;02;22;05","Societal"
"00;02;22;05","00;02;22;29","Transformation"
"00;02;22;29","00;02;23;07","Parts"
"00;02;23;07","00;02;23;13","one,"
"00;02;23;13","00;02;23;19","two"
"00;02;23;19","00;02;23;21","and"
"00;02;23;21","00;02;24;09","three."
"00;02;24;19","00;02;24;26","So"
"00;02;24;26","00;02;25;04","we were"
"00;02;25;04","00;02;25;13","talking"
"00;02;25;13","00;02;25;20","about"
"00;02;25;20","00;02;25;26","part"
"00;02;25;26","00;02;26;05","two"
"00;02;26;05","00;02;26;13","last"
"00;02;26;13","00;02;26;28","time,"
"00;02;26;28","00;02;27;25","which"
"00;02;28;00","00;02;31;05","was on"
"00;02;31;20","00;02;32;08","motivation"
"00;02;32;08","00;02;32;12","and"
"00;02;32;12","00;02;33;09","strategy,"
"00;02;33;09","00;02;33;27","and"
"00;02;33;27","00;02;34;00","we're"
"00;02;34;00","00;02;34;04","going"
"00;02;34;04","00;02;34;07","to"
"00;02;34;07","00;02;34;18","continue"
"00;02;34;18","00;02;34;26","with that"
"00;02;34;26","00;02;35;21","now."
"00;02;36;20","00;02;37;07","So in"
"00;02;37;07","00;02;37;20","that"
"00;02;37;20","00;02;38;00","part"
"00;02;38;00","00;02;38;09","two"
"00;02;38;09","00;02;38;23","paper"
"00;02;38;23","00;02;39;08","I had"
"00;02;39;08","00;02;39;23","listed"
"00;02;39;23","00;02;40;17","14,000"
"00;02;40;17","00;02;40;29","data"
"00;02;40;29","00;02;41;06","for"
"00;02;41;06","00;02;41;13","what"
"00;02;41;13","00;02;42;10","any"
"00;02;42;12","00;02;43;04","what would be"
"00;02;43;04","00;02;43;10","what"
"00;02;43;10","00;02;43;18","maybe"
"00;02;43;18","00;02;43;29","could"
"00;02;43;29","00;02;44;04","or"
"00;02;44;04","00;02;44;12","should"
"00;02;44;12","00;02;44;27","be in"
"00;02;44;27","00;02;45;07","any"
"00;02;45;07","00;02;45;20","R&D"
"00;02;45;20","00;02;46;06","program"
"00;02;46;06","00;02;46;17","aimed"
"00;02;46;17","00;02;46;22","at"
"00;02;46;22","00;02;47;10","societal"
"00;02;47;10","00;02;49;04","transformation."
"00;02;49;04","00;02;50;03","And"
"00;02;50;03","00;02;50;20","throughout"
"00;02;50;20","00;02;51;18","the series,"
"00;02;51;18","00;02;51;22","I"
"00;02;51;22","00;02;52;01","touch"
"00;02;52;01","00;02;52;05","on"
"00;02;52;05","00;02;52;13","all of"
"00;02;52;13","00;02;52;20","these"
"00;02;52;20","00;02;53;06","14"
"00;02;55;02","00;02;55;19","and"
"00;02;56;15","00;02;56;23","I"
"00;02;56;23","00;02;56;28","would"
"00;02;56;28","00;02;57;09","just"
"00;02;57;09","00;02;57;17","like"
"00;02;57;17","00;02;57;20","to"
"00;02;57;20","00;02;57;27","make"
"00;02;57;27","00;02;58;18","clear"
"00;02;58;18","00;02;59;08","that"
"00;02;59;08","00;02;59;16","what"
"00;02;59;16","00;02;59;21","I'm"
"00;02;59;21","00;03;00;06","proposing"
"00;03;00;06","00;03;00;09","the"
"00;03;00;09","00;03;00;27","series,"
"00;03;00;27","00;03;01;08","the three"
"00;03;01;08","00;03;01;14","part"
"00;03;01;14","00;03;01;26","series,"
"00;03;01;26","00;03;02;00","is"
"00;03;02;00","00;03;02;19","itself"
"00;03;02;19","00;03;03;18","a proposal"
"00;03;03;18","00;03;03;26","for an"
"00;03;03;26","00;03;04;09","R&D"
"00;03;04;09","00;03;04;29","program"
"00;03;04;29","00;03;05;05","that's"
"00;03;05;05","00;03;05;09","kind"
"00;03;05;09","00;03;05;15","of an"
"00;03;05;15","00;03;06;01","informal"
"00;03;06;01","00;03;06;19","proposal"
"00;03;06;19","00;03;06;23","to"
"00;03;06;23","00;03;07;08","the world"
"00;03;07;08","00;03;07;28","about"
"00;03;08;06","00;03;08;23","a program"
"00;03;08;23","00;03;10;17","that could be started."
"00;03;10;25","00;03;11;21","And"
"00;03;11;21","00;03;12;02","it is"
"00;03;12;02","00;03;12;15","possible"
"00;03;12;15","00;03;12;20","that"
"00;03;12;20","00;03;12;25","other"
"00;03;12;25","00;03;13;06","people"
"00;03;13;06","00;03;14;06","have"
"00;03;14;12","00;03;14;21","other"
"00;03;14;21","00;03;15;02","groups"
"00;03;15;02","00;03;15;09","have"
"00;03;15;09","00;03;15;16","other"
"00;03;15;16","00;03;15;29","ideas"
"00;03;15;29","00;03;16;02","of"
"00;03;16;02","00;03;16;07","what"
"00;03;16;07","00;03;16;12","kind"
"00;03;16;12","00;03;16;27","of R&D"
"00;03;16;27","00;03;17;28","program,"
"00;03;17;28","00;03;18;02","you"
"00;03;18;02","00;03;18;07","know,"
"00;03;18;07","00;03;18;12","could"
"00;03;18;12","00;03;18;16","be"
"00;03;18;16","00;03;19;08","constructed."
"00;03;19;08","00;03;20;04","And,"
"00;03;20;04","00;03;20;09","you"
"00;03;20;09","00;03;20;17","know,"
"00;03;20;20","00;03;20;25","it"
"00;03;20;25","00;03;21;08","could be"
"00;03;21;08","00;03;21;13","that"
"00;03;21;13","00;03;21;17","in"
"00;03;21;17","00;03;22;12","the future"
"00;03;22;12","00;03;23;08","there's"
"00;03;23;08","00;03;24;15","numerous"
"00;03;24;15","00;03;24;26","R&D"
"00;03;24;26","00;03;25;19","programs"
"00;03;25;19","00;03;26;05","that are"
"00;03;26;05","00;03;26;11","in"
"00;03;26;11","00;03;26;29","operation"
"00;03;26;29","00;03;27;06","that are"
"00;03;27;06","00;03;27;10","all"
"00;03;27;10","00;03;27;19","looking"
"00;03;27;19","00;03;27;22","at"
"00;03;27;22","00;03;27;27","this"
"00;03;27;27","00;03;28;08","topic"
"00;03;28;08","00;03;28;11","of"
"00;03;28;11","00;03;28;24","societal"
"00;03;28;24","00;03;30;01","transformation."
"00;03;30;01","00;03;30;08","And I"
"00;03;30;08","00;03;30;16","wanted"
"00;03;30;16","00;03;30;19","to"
"00;03;30;19","00;03;31;03","offer"
"00;03;31;03","00;03;31;16","a list"
"00;03;31;16","00;03;32;06","of,"
"00;03;32;06","00;03;33;03","of, of"
"00;03;33;03","00;03;33;21","points"
"00;03;33;21","00;03;33;24","or"
"00;03;33;24","00;03;34;11","topics"
"00;03;34;11","00;03;34;19","that"
"00;03;34;19","00;03;34;26","that"
"00;03;34;29","00;03;35;07","each"
"00;03;35;07","00;03;35;10","of"
"00;03;35;10","00;03;35;17","them"
"00;03;35;17","00;03;37;08","might address."
"00;03;37;08","00;03;37;14","And"
"00;03;37;14","00;03;37;23","that"
"00;03;37;23","00;03;38;25","way,"
"00;03;38;29","00;03;39;05","at the"
"00;03;39;05","00;03;39;13","very"
"00;03;39;13","00;03;39;21","least,"
"00;03;39;21","00;03;40;00","we could"
"00;03;40;00","00;03;40;12","compare"
"00;03;40;12","00;03;41;02","programs"
"00;03;41;02","00;03;41;08","by"
"00;03;41;08","00;03;41;27","comparing"
"00;03;41;27","00;03;42;07","these"
"00;03;42;07","00;03;43;13","414"
"00;03;43;13","00;03;43;26","points"
"00;03;46;14","00;03;47;11","I just"
"00;03;47;11","00;03;47;24","we"
"00;03;47;24","00;03;48;04","covered"
"00;03;48;04","00;03;48;08","we"
"00;03;48;08","00;03;48;12","went"
"00;03;48;12","00;03;48;20","through them"
"00;03;48;20","00;03;49;01","last time,"
"00;03;49;01","00;03;49;05","so"
"00;03;49;05","00;03;49;11","I'm not"
"00;03;49;11","00;03;49;15","going"
"00;03;49;15","00;03;49;21","to go"
"00;03;49;21","00;03;50;11","through them again."
"00;03;50;11","00;03;50;16","But"
"00;03;50;16","00;03;50;23","I just"
"00;03;50;23","00;03;51;00","wanted"
"00;03;51;00","00;03;51;09","to say"
"00;03;51;09","00;03;51;16","a"
"00;03;51;16","00;03;51;25","couple"
"00;03;51;25","00;03;51;27","of"
"00;03;51;27","00;03;52;20","things."
"00;03;53;15","00;03;54;07","Daniel"
"00;03;54;07","00;03;54;10","I"
"00;03;54;10","00;03;54;21","remember"
"00;03;54;21","00;03;54;22","it"
"00;03;54;22","00;03;54;29","from"
"00;03;54;29","00;03;55;05","our"
"00;03;55;05","00;03;55;13","last"
"00;03;55;13","00;03;56;01","conversation."
"00;03;56;01","00;03;56;04","You"
"00;03;56;04","00;03;56;07","had"
"00;03;56;07","00;03;56;13","said"
"00;03;56;13","00;03;56;25","something"
"00;03;56;25","00;03;58;01","about,"
"00;03;58;22","00;03;58;27","you"
"00;03;58;27","00;03;59;01","know,"
"00;03;59;01","00;03;59;14","getting"
"00;03;59;14","00;04;00;15","a"
"00;04;00;19","00;04;00;26","bunch"
"00;04;00;26","00;04;00;29","of"
"00;04;00;29","00;04;01;14","scientists"
"00;04;01;14","00;04;01;26","together"
"00;04;01;26","00;04;02;00","and"
"00;04;02;00","00;04;02;07","maybe"
"00;04;02;07","00;04;02;11","they"
"00;04;02;11","00;04;02;18","won't"
"00;04;02;18","00;04;03;03","agree"
"00;04;03;03","00;04;03;23","on you"
"00;04;03;23","00;04;04;00","know,"
"00;04;04;00","00;04;04;15","different"
"00;04;04;15","00;04;05;03","aspects"
"00;04;05;03","00;04;05;18","of this."
"00;04;05;18","00;04;06;03","So"
"00;04;06;03","00;04;06;16","there,"
"00;04;06;16","00;04;06;21","you"
"00;04;06;21","00;04;06;25","know,"
"00;04;06;25","00;04;07;11","could be"
"00;04;07;11","00;04;08;06","some"
"00;04;08;24","00;04;09;21","arguments"
"00;04;09;21","00;04;11;01","for"
"00;04;11;01","00;04;11;10","one"
"00;04;11;10","00;04;11;20","point"
"00;04;11;20","00;04;11;26","over"
"00;04;11;26","00;04;12;05","another"
"00;04;12;05","00;04;12;16","point"
"00;04;12;16","00;04;12;24","or one"
"00;04;12;24","00;04;13;06","approach"
"00;04;13;06","00;04;13;12","over"
"00;04;13;12","00;04;13;19","another"
"00;04;13;19","00;04;14;17","approach."
"00;04;14;24","00;04;14;28","And"
"00;04;14;28","00;04;15;03","that,"
"00;04;15;03","00;04;15;06","of"
"00;04;15;06","00;04;15;15","course,"
"00;04;15;15","00;04;15;23","that is"
"00;04;15;23","00;04;16;01","true"
"00;04;16;01","00;04;16;04","and"
"00;04;16;04","00;04;16;10","that's"
"00;04;16;10","00;04;16;19","fine"
"00;04;16;19","00;04;16;22","and"
"00;04;16;22","00;04;16;28","that's"
"00;04;16;28","00;04;17;06","good"
"00;04;17;06","00;04;17;16","there"
"00;04;17;16","00;04;18;07","there should be"
"00;04;18;07","00;04;18;19","a"
"00;04;18;19","00;04;19;05","variety"
"00;04;19;05","00;04;19;08","of"
"00;04;19;08","00;04;20;11","voices"
"00;04;20;11","00;04;20;27","heard"
"00;04;20;27","00;04;21;08","and"
"00;04;21;08","00;04;21;27","considered."
"00;04;21;27","00;04;22;07","And"
"00;04;22;07","00;04;23;03","in any"
"00;04;23;03","00;04;25;00","R&D program."
"00;04;25;27","00;04;26;28","But I"
"00;04;26;28","00;04;27;05","did"
"00;04;27;05","00;04;27;10","want"
"00;04;27;10","00;04;27;12","to"
"00;04;27;12","00;04;27;21","make"
"00;04;27;21","00;04;28;08","the point"
"00;04;28;08","00;04;28;28","that"
"00;04;28;28","00;04;29;09","the"
"00;04;29;09","00;04;29;20","R&D"
"00;04;29;20","00;04;30;03","program"
"00;04;30;03","00;04;30;08","that"
"00;04;30;08","00;04;30;10","I'm"
"00;04;30;10","00;04;31;26","proposing,"
"00;04;31;26","00;04;33;03","the concept"
"00;04;33;03","00;04;33;28","is"
"00;04;33;28","00;04;34;13","evidence"
"00;04;34;13","00;04;34;22","based,"
"00;04;34;22","00;04;35;08","science"
"00;04;35;08","00;04;35;21","driven"
"00;04;35;21","00;04;36;03","R&D"
"00;04;36;03","00;04;36;17","program."
"00;04;36;17","00;04;37;27","So I"
"00;04;38;26","00;04;39;20","suppose"
"00;04;39;20","00;04;40;19","that"
"00;04;41;17","00;04;42;01","well,"
"00;04;42;05","00;04;42;12","let me"
"00;04;42;12","00;04;42;17","say"
"00;04;42;17","00;04;43;00","that"
"00;04;43;02","00;04;43;11","that"
"00;04;43;11","00;04;43;24","evidence"
"00;04;43;24","00;04;44;06","evidence"
"00;04;44;06","00;04;44;13","based"
"00;04;44;13","00;04;44;25","program"
"00;04;44;25","00;04;45;00","is"
"00;04;45;00","00;04;45;11","different"
"00;04;45;11","00;04;45;18","than a"
"00;04;45;18","00;04;46;09","popularity"
"00;04;46;09","00;04;46;16","based"
"00;04;46;16","00;04;47;15","program."
"00;04;47;26","00;04;48;03","So"
"00;04;48;03","00;04;48;08","it's"
"00;04;48;08","00;04;48;16","not"
"00;04;48;16","00;04;48;29","just"
"00;04;48;29","00;04;49;18","that,"
"00;04;49;18","00;04;49;21","you"
"00;04;49;21","00;04;49;27","know,"
"00;04;49;27","00;04;50;09","everyone"
"00;04;50;09","00;04;50;15","gets"
"00;04;50;15","00;04;50;17","to"
"00;04;50;17","00;04;50;24","vote"
"00;04;50;24","00;04;51;02","for"
"00;04;51;02","00;04;51;08","what"
"00;04;51;08","00;04;51;22","they want"
"00;04;51;22","00;04;51;28","and"
"00;04;51;28","00;04;52;05","it'll"
"00;04;52;05","00;04;52;27","and"
"00;04;52;27","00;04;53;05","and"
"00;04;53;05","00;04;53;08","the"
"00;04;53;08","00;04;53;19","R&D"
"00;04;53;19","00;04;54;03","program"
"00;04;54;03","00;04;54;08","would"
"00;04;54;08","00;04;54;22","go off"
"00;04;54;22","00;04;55;08","and in"
"00;04;55;08","00;04;55;19","whatever"
"00;04;55;19","00;04;56;06","direction"
"00;04;56;06","00;04;56;17","everyone"
"00;04;56;17","00;04;56;28","votes"
"00;04;56;28","00;04;57;07","for."
"00;04;57;07","00;04;57;09","I"
"00;04;57;09","00;04;57;18","mean,"
"00;04;57;18","00;04;58;15","in a sense"
"00;04;58;15","00;04;59;02","that's true"
"00;04;59;02","00;05;00;03","because"
"00;05;00;03","00;05;00;10","how"
"00;05;00;10","00;05;00;16","else"
"00;05;00;16","00;05;00;21","would"
"00;05;00;21","00;05;00;24","you"
"00;05;00;24","00;05;01;02","govern"
"00;05;01;02","00;05;01;24","things?"
"00;05;02;00","00;05;02;12","But in"
"00;05;02;12","00;05;02;21","another"
"00;05;02;21","00;05;02;29","sense"
"00;05;02;29","00;05;03;03","it's"
"00;05;03;03","00;05;03;16","not true"
"00;05;03;16","00;05;03;28","because"
"00;05;03;28","00;05;04;06","there"
"00;05;04;06","00;05;04;15","has"
"00;05;04;15","00;05;04;25","to be"
"00;05;04;25","00;05;05;07","some"
"00;05;05;07","00;05;05;21","kind"
