"Start Time","End Time","Transcript"
"00;00;56;21","00;00;57;05","privileged"
"00;00;57;05","00;00;57;22","to get"
"00;00;57;22","00;00;58;10","the"
"00;00;59;02","00;00;59;22","opportunity"
"00;00;59;22","00;00;59;28","to"
"00;00;59;28","00;01;00;06","kind"
"00;01;00;06","00;01;00;09","of"
"00;01;00;09","00;01;00;18","work"
"00;01;00;18","00;01;01;00","on"
"00;01;01;08","00;01;01;25","interesting"
"00;01;01;25","00;01;02;07","aspect"
"00;01;02;07","00;01;02;11","of"
"00;01;02;11","00;01;03;11","inference."
"00;01;03;17","00;01;03;23","So"
"00;01;03;23","00;01;04;00","let me"
"00;01;04;00","00;01;04;25","first"
"00;01;04;25","00;01;05;11","through"
"00;01;06;05","00;01;06;28","set the scene."
"00;01;06;28","00;01;08;09","Why are we"
"00;01;08;09","00;01;08;18","looking"
"00;01;08;18","00;01;08;28","at"
"00;01;08;28","00;01;09;09","active"
"00;01;09;09","00;01;10;20","inference?"
"00;01;10;23","00;01;10;29","Well,"
"00;01;10;29","00;01;11;15","basically,"
"00;01;11;15","00;01;11;29","our lab"
"00;01;11;29","00;01;12;08","wants"
"00;01;12;08","00;01;12;11","to"
"00;01;12;11","00;01;12;20","build"
"00;01;12;20","00;01;13;06","intelligence"
"00;01;13;06","00;01;14;06","agents."
"00;01;14;06","00;01;14;16","And so"
"00;01;14;16","00;01;14;23","from"
"00;01;14;23","00;01;14;28","that"
"00;01;14;28","00;01;16;04","perspective,"
"00;01;16;04","00;01;16;18","we noticed"
"00;01;16;18","00;01;16;27","early"
"00;01;16;27","00;01;17;04","on,"
"00;01;17;04","00;01;17;14","if you want"
"00;01;17;14","00;01;17;16","to"
"00;01;17;16","00;01;17;23","build"
"00;01;17;23","00;01;18;03","something"
"00;01;18;03","00;01;19;07","intelligence,"
"00;01;19;07","00;01;19;21","it needs"
"00;01;19;21","00;01;19;29","to be"
"00;01;19;29","00;01;20;14","embodied."
"00;01;20;14","00;01;21;17","It needs to be"
"00;01;21;17","00;01;22;19","interacting"
"00;01;22;19","00;01;22;25","with"
"00;01;22;25","00;01;22;29","its"
"00;01;22;29","00;01;24;09","environments."
"00;01;24;09","00;01;24;29","And"
"00;01;25;00","00;01;25;06","then"
"00;01;25;06","00;01;25;19","it's a"
"00;01;25;19","00;01;26;06","small"
"00;01;26;06","00;01;26;14","step,"
"00;01;26;14","00;01;26;18","of"
"00;01;26;18","00;01;27;15","course,"
"00;01;27;15","00;01;27;23","built"
"00;01;27;23","00;01;28;00","into"
"00;01;28;00","00;01;28;09","active"
"00;01;28;09","00;01;28;23","instance,"
"00;01;28;23","00;01;28;27","where"
"00;01;28;27","00;01;29;12","basically"
"00;01;29;12","00;01;30;00","your"
"00;01;30;08","00;01;30;20","agent"
"00;01;30;20","00;01;30;29","needs"
"00;01;30;29","00;01;31;14","to"
"00;01;31;14","00;01;32;05","understand"
"00;01;32;05","00;01;32;10","your"
"00;01;32;10","00;01;32;28","environment"
"00;01;32;28","00;01;33;04","it's"
"00;01;33;04","00;01;33;19","interacting"
"00;01;33;19","00;01;34;05","with"
"00;01;34;08","00;01;35;03","and"
"00;01;35;03","00;01;35;08","need"
"00;01;35;08","00;01;35;26","to"
"00;01;35;26","00;01;36;10","build"
"00;01;36;10","00;01;36;12","the"
"00;01;36;12","00;01;36;26","model,"
"00;01;36;26","00;01;37;24","basically."
"00;01;37;26","00;01;38;06","So"
"00;01;39;23","00;01;39;29","those"
"00;01;39;29","00;01;40;23","first"
"00;01;40;23","00;01;40;29","give"
"00;01;40;29","00;01;41;02","an"
"00;01;41;02","00;01;41;23","overview"
"00;01;41;23","00;01;42;04","of"
"00;01;42;04","00;01;42;14","active"
"00;01;42;14","00;01;42;29","inference"
"00;01;42;29","00;01;43;05","and"
"00;01;43;05","00;01;43;15","the way"
"00;01;43;15","00;01;43;26","that"
"00;01;43;29","00;01;44;03","the"
"00;01;44;03","00;01;44;11","three"
"00;01;44;11","00;01;44;13","are"
"00;01;44;13","00;01;45;21","purchased"
"00;01;45;25","00;01;46;28","and"
"00;01;46;28","00;01;47;02","the"
"00;01;47;06","00;01;47;12","level"
"00;01;47;12","00;01;47;13","little,"
"00;01;47;13","00;01;47;28","this"
"00;01;47;28","00;01;48;17","material"
"00;01;48;17","00;01;48;23","is"
"00;01;48;23","00;01;49;01","also"
"00;01;49;01","00;01;49;09","being"
"00;01;49;09","00;01;50;06","covered"
"00;01;50;07","00;01;50;13","in a"
"00;01;50;13","00;01;50;24","previous"
"00;01;50;24","00;01;51;00","middle"
"00;01;51;00","00;01;51;11","stream,"
"00;01;51;11","00;01;51;24","I think"
"00;01;51;24","00;01;53;16","number three."
"00;01;53;16","00;01;53;20","So"
"00;01;53;20","00;01;53;29","if you want"
"00;01;53;29","00;01;54;05","more"
"00;01;54;05","00;01;55;01","details,"
"00;01;55;01","00;01;56;00","you can think"
"00;01;56;00","00;01;56;03","of"
"00;01;56;03","00;01;56;08","that"
"00;01;56;08","00;01;56;16","one"
"00;01;56;16","00;01;57;06","again."
"00;01;58;01","00;01;58;10","And so"
"00;01;58;10","00;01;58;17","then"
"00;01;58;17","00;02;00;04","afterwards"
"00;02;00;19","00;02;01;28","get over"
"00;02;01;28","00;02;02;05","and"
"00;02;02;05","00;02;03;05","he will"
"00;02;03;09","00;02;03;19","go to"
"00;02;03;19","00;02;03;22","the"
"00;02;03;22","00;02;04;08","nitty"
"00;02;04;08","00;02;04;18","gritty"
"00;02;04;18","00;02;05;17","details"
"00;02;05;17","00;02;05;24","of the"
"00;02;05;24","00;02;06;21","characteristic"
"00;02;06;21","00;02;07;19","approach"
"00;02;07;26","00;02;07;28","of"
"00;02;07;28","00;02;08;25","inference."
"00;02;08;26","00;02;09;04","So"
"00;02;09;04","00;02;09;11","let's"
"00;02;09;11","00;02;09;15","get"
"00;02;09;15","00;02;10;10","started."
"00;02;11;04","00;02;11;13","So"
"00;02;11;13","00;02;12;18","basically"
"00;02;12;18","00;02;12;28","active"
"00;02;12;28","00;02;13;18","inference,"
"00;02;13;18","00;02;13;26","it's"
"00;02;13;26","00;02;14;17","a process"
"00;02;14;17","00;02;15;08","theory"
"00;02;15;08","00;02;15;14","of the"
"00;02;15;14","00;02;16;07","brain"
"00;02;16;15","00;02;16;20","and"
"00;02;16;20","00;02;17;04","basically"
"00;02;17;04","00;02;17;15","says"
"00;02;17;15","00;02;17;28","that"
"00;02;18;06","00;02;18;11","the"
"00;02;18;11","00;02;18;23","brain"
"00;02;18;23","00;02;19;07","or"
"00;02;19;07","00;02;20;04","agents"
"00;02;20;13","00;02;21;13","he builds"
"00;02;21;13","00;02;21;28","or he"
"00;02;21;28","00;02;22;21","builds"
"00;02;22;21","00;02;22;25","this"
"00;02;22;25","00;02;23;20","model,"
"00;02;24;16","00;02;24;23","which"
"00;02;24;23","00;02;24;26","is"
"00;02;24;26","00;02;25;28","basically"
"00;02;25;28","00;02;26;01","a"
"00;02;26;01","00;02;26;17","joint"
"00;02;26;17","00;02;27;01","probability"
"00;02;27;01","00;02;27;23","distribution"
"00;02;27;23","00;02;28;12","over"
"00;02;28;12","00;02;28;18","that"
"00;02;28;18","00;02;29;15","observation."
"00;02;29;15","00;02;29;23","So"
"00;02;29;23","00;02;30;02","things"
"00;02;30;02","00;02;30;14","that"
"00;02;30;20","00;02;30;22","you"
"00;02;30;22","00;02;31;01","can"
"00;02;31;01","00;02;31;11","see"
"00;02;31;11","00;02;31;19","or"
"00;02;31;19","00;02;33;03","experience,"
"00;02;33;15","00;02;34;09","actions"
"00;02;34;09","00;02;34;14","which"
"00;02;34;14","00;02;34;20","we do"
"00;02;34;20","00;02;34;25","know"
"00;02;34;25","00;02;34;28","the"
"00;02;34;28","00;02;35;22","state"
"00;02;35;22","00;02;35;29","and"
"00;02;35;29","00;02;36;21","then"
"00;02;36;26","00;02;37;17","states"
"00;02;37;17","00;02;37;26","or"
"00;02;40;29","00;02;41;13","states"
"00;02;41;13","00;02;41;16","of the"
"00;02;41;16","00;02;42;04","universe."
"00;02;42;19","00;02;42;24","So"
"00;02;42;24","00;02;43;15","basically"
"00;02;43;15","00;02;43;18","you"
"00;02;43;18","00;02;43;23","have"
"00;02;43;23","00;02;44;15","your agents"
"00;02;44;15","00;02;45;03","that"
"00;02;45;03","00;02;45;15","separate"
"00;02;45;15","00;02;45;19","from"
"00;02;45;19","00;02;45;22","the"
"00;02;45;22","00;02;46;21","environment"
"00;02;46;27","00;02;47;02","and"
"00;02;47;02","00;02;47;15","its"
"00;02;47;20","00;02;48;25","actions"
"00;02;48;25","00;02;49;10","interact"
"00;02;49;10","00;02;49;14","with"
"00;02;49;14","00;02;50;15","the environment."
"00;02;50;15","00;02;50;21","And"
"00;02;50;21","00;02;50;27","this"
"00;02;50;27","00;02;51;05","gives"
"00;02;51;05","00;02;51;16","rise"
"00;02;51;16","00;02;52;10","to new"
"00;02;52;10","00;02;53;22","observations."
"00;02;53;22","00;02;54;00","And so"
"00;02;54;00","00;02;54;17","the idea"
"00;02;54;17","00;02;55;16","of the"
"00;02;55;18","00;02;56;00","ball"
"00;02;56;00","00;02;56;10","is"
"00;02;56;16","00;02;56;29","agents"
"00;02;56;29","00;02;57;11","figures"
"00;02;57;11","00;02;58;04","out"
"00;02;58;10","00;02;58;19","which"
"00;02;58;19","00;02;58;23","are"
"00;02;58;23","00;02;59;00","kind"
"00;02;59;00","00;02;59;17","of the"
"00;02;59;17","00;02;59;25","hidden"
"00;02;59;25","00;03;01;03","states."
"00;03;01;03","00;03;02;00","That's"
"00;03;02;04","00;03;02;09","the"
"00;03;02;09","00;03;03;04","change"
"00;03;03;04","00;03;04;01","by"
"00;03;04;01","00;03;05;01","actions"
"00;03;05;01","00;03;05;07","and"
"00;03;05;07","00;03;05;09","the"
"00;03;05;09","00;03;06;24","displaced"
"00;03;07;04","00;03;08;05","observations."
"00;03;08;05","00;03;08;10","And"
"00;03;08;10","00;03;08;21","if you can"
"00;03;08;21","00;03;08;27","build"
"00;03;08;27","00;03;09;04","such"
"00;03;09;04","00;03;10;01","a model,"
"00;03;10;01","00;03;10;08","then"
"00;03;10;08","00;03;11;15","basically"
"00;03;11;15","00;03;11;21","this"
"00;03;11;21","00;03;12;03","enables"
"00;03;12;03","00;03;12;06","the"
"00;03;12;06","00;03;12;19","agents"
"00;03;12;19","00;03;13;05","to"
"00;03;13;05","00;03;14;04","plan"
"00;03;14;17","00;03;14;23","some"
"00;03;14;23","00;03;15;26","actions"
"00;03;15;26","00;03;16;09","to to"
"00;03;16;09","00;03;16;17","bring"
"00;03;16;17","00;03;16;20","the"
"00;03;16;20","00;03;16;29","agent"
"00;03;16;29","00;03;17;04","to"
"00;03;17;04","00;03;17;10","some"
"00;03;17;10","00;03;18;12","preferred"
"00;03;18;14","00;03;19;06","observations"
"00;03;19;06","00;03;19;10","or"
"00;03;19;10","00;03;20;06","outcomes"
"00;03;20;06","00;03;20;15","and so"
"00;03;20;15","00;03;21;00","forth."
"00;03;21;00","00;03;21;08","So"
"00;03;21;08","00;03;22;15","the crucial"
"00;03;22;15","00;03;23;06","this"
"00;03;23;08","00;03;23;13","is"
"00;03;23;13","00;03;23;28","basically"
"00;03;23;28","00;03;24;05","how"
"00;03;24;05","00;03;24;11","you"
"00;03;24;11","00;03;25;01","get"
"00;03;25;04","00;03;25;11","this"
"00;03;25;11","00;03;26;10","model"
"00;03;27;20","00;03;28;05","of"
"00;03;28;05","00;03;29;13","what happens"
"00;03;29;13","00;03;29;25","if I do"
"00;03;29;25","00;03;31;01","my actions."
"00;03;31;01","00;03;31;07","How"
"00;03;31;07","00;03;32;06","does this"
"00;03;32;06","00;03;32;18","influence"
"00;03;32;18","00;03;33;06","the states"
"00;03;33;06","00;03;33;22","and"
"00;03;33;22","00;03;34;02","how does"
"00;03;34;02","00;03;34;16","this"
"00;03;34;16","00;03;35;02","influence"
"00;03;35;02","00;03;36;05","the outcomes"
"00;03;36;05","00;03;36;09","that"
"00;03;36;09","00;03;37;02","I see?"
"00;03;38;08","00;03;38;13","So"
"00;03;38;13","00;03;38;25","the crucial,"
"00;03;38;25","00;03;39;13","for"
"00;03;39;18","00;03;40;02","instance,"
"00;03;40;02","00;03;40;10","is"
"00;03;40;10","00;03;40;23","twofold."
"00;03;40;23","00;03;40;27","So"
"00;03;40;27","00;03;41;09","first"
"00;03;41;09","00;03;41;13","of"
"00;03;41;13","00;03;41;22","all,"
"00;03;41;22","00;03;41;29","this"
"00;03;43;04","00;03;43;11","is"
"00;03;43;11","00;03;43;16","what"
"00;03;43;16","00;03;43;18","the"
"00;03;43;18","00;03;43;26","agent"
"00;03;43;26","00;03;44;06","does"
"00;03;44;06","00;03;44;13","and"
"00;03;44;13","00;03;44;19","this"
"00;03;44;19","00;03;44;28","super"
"00;03;44;28","00;03;45;16","optimizing"
"00;03;45;16","00;03;45;18","the"
"00;03;45;18","00;03;46;00","so-called"
"00;03;46;00","00;03;46;06","free"
"00;03;46;06","00;03;47;04","energy,"
"00;03;47;06","00;03;47;13","which"
"00;03;47;13","00;03;47;21","is"
"00;03;47;27","00;03;48;08","bound"
"00;03;48;08","00;03;48;12","to"
"00;03;48;12","00;03;48;28","surprise"
"00;03;48;28","00;03;49;00","a"
"00;03;49;00","00;03;49;15","prediction"
"00;03;49;15","00;03;49;21","error."
"00;03;49;21","00;03;49;26","So"
"00;03;49;26","00;03;51;06","basically,"
"00;03;51;28","00;03;52;10","if"
"00;03;52;23","00;03;53;01","Joe,"
"00;03;53;01","00;03;53;05","this"
"00;03;53;05","00;03;53;15","model"
"00;03;53;15","00;03;53;25","allows"
"00;03;53;25","00;03;53;29","the"
"00;03;53;29","00;03;54;07","agent"
"00;03;54;07","00;03;54;10","to"
"00;03;54;10","00;03;55;05","predict"
"00;03;55;05","00;03;56;02","the outcomes"
"00;03;56;02","00;03;56;07","that"
"00;03;56;07","00;03;56;11","it"
"00;03;56;11","00;03;56;20","will"
"00;03;56;20","00;03;57;04","see"
"00;03;57;04","00;03;57;13","the"
"00;03;57;13","00;03;58;12","witness"
"00;03;58;13","00;03;59;03","and"
"00;03;59;24","00;03;59;28","the"
"00;03;59;28","00;04;00;14","better"
"00;04;00;14","00;04;00;22","these"
"00;04;00;22","00;04;01;11","match"
"00;04;01;11","00;04;01;17","your"
"00;04;01;17","00;04;02;10","actual"
"00;04;02;10","00;04;03;03","observations,"
"00;04;03;03","00;04;03;07","the"
"00;04;03;07","00;04;03;14","more"
"00;04;03;14","00;04;03;26","happier"
"00;04;03;26","00;04;04;02","you"
"00;04;04;02","00;04;04;29","are as"
"00;04;04;29","00;04;05;01","an"
"00;04;05;01","00;04;05;24","agent."
"00;04;07;05","00;04;07;09","And"
"00;04;07;09","00;04;07;23","crucially,"
"00;04;07;23","00;04;07;27","you"
"00;04;07;27","00;04;08;09","will also"
"00;04;08;09","00;04;09;04","select"
"00;04;09;04","00;04;09;24","the actions"
"00;04;09;24","00;04;10;00","that"
"00;04;10;00","00;04;10;06","will"
"00;04;10;06","00;04;11;21","minimize"
"00;04;11;26","00;04;12;14","the frequency"
"00;04;12;14","00;04;12;18","you"
"00;04;12;18","00;04;13;02","expect"
"00;04;13;02","00;04;14;02","in the future."
"00;04;14;02","00;04;14;17","So"
"00;04;15;03","00;04;15;13","think of"
"00;04;15;13","00;04;15;25","this"
"00;04;15;25","00;04;15;29","to"
"00;04;15;29","00;04;17;01","the max."
"00;04;18;13","00;04;18;22","Just"
"00;04;18;22","00;04;19;09","to to"
"00;04;19;09","00;04;19;15","set"
"00;04;19;15","00;04;20;17","the scene."
"00;04;20;18","00;04;20;22","On"
"00;04;20;22","00;04;20;29","the one"
"00;04;20;29","00;04;21;03","hand,"
"00;04;21;03","00;04;21;06","the"
"00;04;21;06","00;04;21;18","station"
"00;04;21;18","00;04;21;26","lies."
"00;04;21;26","00;04;22;00","So"
"00;04;22;00","00;04;22;16","the real"
"00;04;22;16","00;04;23;03","new"
"00;04;23;16","00;04;23;29","system"
"00;04;23;29","00;04;25;07","is for"
"00;04;25;07","00;04;25;11","this"
"00;04;25;11","00;04;25;27","also"
"00;04;25;27","00;04;26;13","to"
"00;04;26;13","00;04;27;06","then"
"00;04;27;17","00;04;27;26","see"
"00;04;27;26","00;04;28;22","the move"
"00;04;28;22","00;04;29;01","that"
"00;04;29;01","00;04;29;07","it"
"00;04;29;07","00;04;29;13","will"
"00;04;29;13","00;04;29;23","make"
"00;04;29;23","00;04;30;15","from"
"00;04;31;00","00;04;31;18","the"
"00;04;31;18","00;04;31;24","let's"
"00;04;31;24","00;04;32;02","see"
"00;04;32;02","00;04;32;19","the"
"00;04;32;29","00;04;33;11","active"
"00;04;33;11","00;04;34;10","inference"
"00;04;34;10","00;04;35;19","presentation"
"00;04;35;19","00;04;36;08","towards"
"00;04;36;08","00;04;36;17","more"
"00;04;36;17","00;04;37;04","contrast"
"00;04;37;04","00;04;37;27","formulation"
"00;04;37;27","00;04;38;06","of"
"00;04;38;06","00;04;38;26","of"
"00;04;38;29","00;04;39;05","this"
"00;04;39;05","00;04;39;08","kind"
"00;04;39;08","00;04;39;11","of"
"00;04;39;11","00;04;40;04","intrinsic"
"00;04;40;12","00;04;40;17","free"
"00;04;40;17","00;04;40;24","energy"
"00;04;40;24","00;04;41;03","object"
"00;04;42;29","00;04;43;23","So we"
"00;04;43;23","00;04;44;02","start"
"00;04;44;02","00;04;44;07","off"
"00;04;44;07","00;04;44;19","with"
"00;04;44;29","00;04;45;10","setting"
"00;04;45;10","00;04;45;21","to see"
"00;04;45;21","00;04;46;01","whether"
"00;04;46;01","00;04;46;07","this"
"00;04;46;07","00;04;46;19","model"
"00;04;46;19","00;04;47;14","so"
"00;04;47;17","00;04;47;26","it's"
"00;04;47;26","00;04;48;01","it's"
"00;04;48;01","00;04;48;06","a bit"
"00;04;48;06","00;04;48;14","laid"
"00;04;48;14","00;04;49;02","out"
"00;04;49;19","00;04;50;05","the"
"00;04;50;05","00;04;50;17","diagram"
"00;04;50;17","00;04;50;20","of"
"00;04;50;20","00;04;52;06","the agents"
"00;04;52;06","00;04;52;13","and"
"00;04;52;13","00;04;53;05","the environment"
"00;04;53;05","00;04;53;17","that was"
"00;04;53;17","00;04;53;21","on the"
"00;04;53;21","00;04;54;01","previous"
"00;04;54;01","00;04;54;10","slide."
"00;04;54;10","00;04;54;16","So"
"00;04;54;16","00;04;55;15","basically"
"00;04;55;15","00;04;55;22","this"
"00;04;55;22","00;04;56;10","unfolds"
"00;04;56;10","00;04;56;17","over"
"00;04;56;17","00;04;57;11","time."
"00;04;57;11","00;04;57;20","So"
"00;04;57;20","00;04;58;00","you are"
"00;04;58;00","00;04;58;06","in the"
"00;04;58;06","00;04;58;18","certain"
"00;04;58;18","00;04;59;19","states"
"00;04;59;19","00;04;59;25","that"
"00;04;59;25","00;05;00;04","gives"
"00;05;00;04","00;05;00;14","rise"
"00;05;00;14","00;05;00;19","to"
"00;05;00;19","00;05;00;26","certain"
"00;05;00;26","00;05;02;03","observation"
"00;05;02;03","00;05;02;10","and"
"00;05;02;10","00;05;02;14","then"
"00;05;02;14","00;05;02;26","given"
"00;05;02;26","00;05;03;02","an"
"00;05;03;02","00;05;03;13","action"
"00;05;03;13","00;05;03;15","on"
"00;05;03;15","00;05;03;19","your"
"00;05;03;19","00;05;03;29","previous"
"00;05;03;29","00;05;04;14","status"
"00;05;04;14","00;05;04;16","and"
"00;05;04;16","00;05;04;29","basically"
"00;05;04;29","00;05;05;10","move"
"00;05;05;10","00;05;05;24","ahead"
"00;05;06;06","00;05;06;29","to"
"00;05;07;02","00;05;08;20","the next state."
"00;05;08;20","00;05;09;05","And"
"00;05;09;05","00;05;09;25","this"
"00;05;09;26","00;05;10;09","process"
"00;05;10;09","00;05;10;25","unfolds"
"00;05;10;25","00;05;11;00","over"
"00;05;11;00","00;05;11;23","time."
"00;05;12;08","00;05;12;14","And"
"00;05;12;14","00;05;12;21","you can"
"00;05;12;21","00;05;13;16","see"
"00;05;14;00","00;05;14;09","some"
"00;05;14;09","00;05;15;05","of the"
"00;05;16;07","00;05;16;21","circles"
"00;05;16;21","00;05;16;25","are"
"00;05;16;25","00;05;17;06","colored"
"00;05;17;06","00;05;17;29","gray."
"00;05;17;29","00;05;18;05","And"
"00;05;18;05","00;05;18;10","these"
"00;05;18;10","00;05;18;13","are"
"00;05;18;13","00;05;18;23","basically"
"00;05;18;23","00;05;18;27","the"
"00;05;18;27","00;05;19;06","things"
"00;05;19;06","00;05;19;09","that"
"00;05;19;09","00;05;19;11","you"
"00;05;19;11","00;05;19;17","can"
"00;05;19;17","00;05;20;17","observe"
"00;05;20;20","00;05;20;25","so,"
"00;05;20;25","00;05;21;19","you know,"
"00;05;21;19","00;05;21;23","the"
"00;05;21;23","00;05;22;09","actions,"
"00;05;22;09","00;05;22;16","the few"
"00;05;22;16","00;05;23;06","days"
"00;05;23;06","00;05;23;11","left"
"00;05;23;11","00;05;23;25","until"
"00;05;23;25","00;05;24;21","now,"
"00;05;24;24","00;05;25;03","as you"
"00;05;25;03","00;05;25;22","know,"
"00;05;25;22","00;05;25;27","the"
"00;05;25;27","00;05;26;26","observations"
"00;05;26;26","00;05;27;07","that"
"00;05;27;07","00;05;27;11","you"
"00;05;27;11","00;05;28;06","saw"
"00;05;28;06","00;05;28;14","until"
"00;05;28;14","00;05;29;05","now"
"00;05;29;15","00;05;29;21","and"
"00;05;29;21","00;05;29;28","all"
"00;05;29;28","00;05;30;14","the rest"
"00;05;30;14","00;05;30;19","is"
"00;05;30;19","00;05;31;01","basically"
"00;05;31;01","00;05;31;11","for you"
"00;05;31;11","00;05;32;13","to infer."
"00;05;32;13","00;05;32;19","So"
"00;05;32;19","00;05;33;03","you can only"
"00;05;33;03","00;05;33;28","infer"
"00;05;33;28","00;05;34;06","it in"
"00;05;34;06","00;05;34;20","states"
"00;05;34;20","00;05;34;28","until"
"00;05;34;28","00;05;35;20","now,"
"00;05;35;26","00;05;36;00","but"
"00;05;36;00","00;05;36;07","you can"
"00;05;36;07","00;05;36;29","also"
"00;05;36;29","00;05;37;09","try to"
"00;05;37;09","00;05;38;02","infer"
"00;05;38;02","00;05;38;10","the"
"00;05;38;10","00;05;38;17","hidden"
"00;05;38;17","00;05;38;28","states"
"00;05;38;28","00;05;39;02","of the"
"00;05;39;02","00;05;40;05","future"
"00;05;40;05","00;05;40;18","actions"
"00;05;40;18","00;05;40;22","that"
"00;05;40;22","00;05;40;24","you"
"00;05;40;24","00;05;40;28","want"
"00;05;40;28","00;05;41;02","to"
"00;05;41;02","00;05;41;27","take"
"00;05;41;27","00;05;42;05","or do,"
"00;05;42;05","00;05;42;25","observations"
"00;05;42;25","00;05;43;00","that"
"00;05;43;00","00;05;43;04","you"
"00;05;43;04","00;05;43;22","will"
"00;05;43;22","00;05;45;02","experience."
"00;05;45;03","00;05;45;11","And so"
"00;05;45;11","00;05;45;24","basically"
"00;05;45;24","00;05;46;02","that"
"00;05;47;24","00;05;47;28","the"
"00;05;47;28","00;05;48;12","so-called"
"00;05;48;12","00;05;48;23","junk"
"00;05;48;23","00;05;49;11","model"
"00;05;49;11","00;05;49;21","joined"
"00;05;49;21","00;05;50;12","distribution"
"00;05;50;12","00;05;50;21","over"
"00;05;50;21","00;05;50;24","the"
"00;05;50;24","00;05;51;10","sequence"
"00;05;51;10","00;05;51;21","of"
"00;05;51;27","00;05;52;18","observations,"
"00;05;52;18","00;05;53;00","states"
"00;05;53;00","00;05;53;04","and"
"00;05;53;04","00;05;53;27","action"
"00;05;53;29","00;05;54;04","is"
"00;05;54;04","00;05;54;09","then"
"00;05;54;09","00;05;54;21","basically"
"00;05;54;21","00;05;55;13","characterized"
"00;05;55;13","00;05;55;29","as follows."
"00;05;55;29","00;05;56;04","So"
