docLabel	start	end	count	rank	text
3Symp_2_02	766668	767244	37	0.1	active inference
3Symp_2_02	770378	771168	38	0.1	active inference
3Symp_2_02	909228	909804	39	0.1	active inference
3Symp_2_02	912172	912748	40	0.1	active inference
3Symp_2_02	939348	939956	41	0.1	active inference
3Symp_2_02	993812	994468	42	0.1	active inference
3Symp_2_02	1122064	1122784	43	0.1	active inference
3Symp_2_02	1148968	1149880	44	0.1	active inference
3Symp_2_02	1179562	1180304	45	0.1	active inference
3Symp_2_02	1210118	1210796	46	0.1	active inference
3Symp_2_02	1273738	1274384	47	0.1	active inference
3Symp_2_02	1286862	1287476	48	0.1	active inference
3Symp_2_02	1290868	1291668	49	0.1	active inference
3Symp_2_02	1295806	1296628	50	0.1	active inference
3Symp_2_02	1297428	1298004	51	0.1	active inference
3Symp_2_02	1336846	1337876	52	0.1	active inference
3Symp_2_02	1341246	1341876	53	0.1	active inference
3Symp_2_02	1347458	1348216	54	0.1	active inference
3Symp_2_02	1391268	1392148	55	0.1	active inference
3Symp_2_02	1403208	1403864	56	0.1	active inference
3Symp_2_02	1498888	1499496	57	0.1	active inference
3Symp_2_02	1529242	1529936	58	0.1	active inference
3Symp_2_02	1534878	1535556	59	0.1	active inference
3Symp_2_02	1577168	1577856	60	0.1	active inference
3Symp_2_02	1642004	1642916	61	0.1	active inference
3Symp_2_02	1648008	1648856	62	0.1	active inference
3Symp_2_02	1660012	1660636	63	0.1	active inference
3Symp_2_02	1759304	1760140	64	0.1	active inference
3Symp_2_02	301218	302632	1	0.09	active inference processes
3Symp_2_02	627050	628576	2	0.09	active inference processes
3Symp_2_02	1273738	1274884	1	0.09	active inference research
3Symp_2_02	1529242	1530544	1	0.09	active inference practitioners
3Symp_2_02	1216822	1217676	1	0.09	local inference
3Symp_2_02	1217878	1218684	1	0.08	global inference
3Symp_2_02	1278042	1278784	2	0.08	global inference
3Symp_2_02	1343470	1344456	3	0.08	global inference
