start	end	speaker	wconfidence	text
41024	41194	A	1.0	live
41232	41574	A	0.99991	chat,
41622	41786	A	0.99996	see
41808	41994	A	0.99998	what
42032	42282	A	0.99999	people
42336	42602	A	0.99998	are
42656	42922	A	0.54434	talking
42976	43290	A	0.99159	about.
43360	43978	A	0.90979	So
44144	44614	A	0.74432	Ander,
44662	44826	A	1.0	to
44848	45034	A	0.99994	you
45072	45226	A	0.99917	for
45248	45530	A	0.70905	some
45600	46022	A	0.53524	slides
46086	46266	A	1.0	and
46288	47050	A	0.99889	overview.
48030	48394	B	0.59455	Okay.
48432	48586	B	0.99993	Thank
48608	48746	B	0.98945	you,
48768	49222	B	0.99598	Daniel.
49286	49946	B	0.94865	So
50128	50522	B	0.99987	last
50576	50794	B	0.99995	time
50832	51034	B	0.99772	we
51072	51706	B	0.9995	were
51888	52474	B	0.99992	starting
52592	52874	B	1.0	to
52912	53162	B	0.99997	talk
53216	53626	B	0.99998	about
53728	54098	B	0.93068	multi
54134	54430	B	0.99912	agent
54500	55162	B	0.99986	communication
55226	55646	B	0.85	and
55748	56154	B	0.89633	lock
56202	56746	B	0.99984	protocols
56778	56926	B	1.0	and
56948	57086	B	1.0	all
57108	57198	B	1.0	of
57204	57614	B	0.99997	that.
57732	57966	B	0.99989	So
57988	58314	B	0.99832	let's
58362	59054	B	0.99999	quickly
59252	59614	B	0.99999	go
59652	59806	B	0.99999	through
59828	59966	B	1.0	the
59988	60586	B	0.99996	slides
60698	61360	B	1.0	and
61970	62238	B	0.91267	sort
62244	62366	B	0.93	of
62388	62574	B	0.99998	try
62612	62766	B	1.0	to
62788	63066	B	0.99961	recall
63098	63294	B	0.99	the
63332	63534	B	0.99987	main
63572	64430	B	0.99817	concepts.
66630	66946	B	0.99	I
66968	67540	B	0.99998	guess
68070	68386	B	0.99565	just
68408	68546	B	1.0	to
68568	68754	B	0.99999	go
68792	69234	B	0.99998	back
69352	69682	B	0.61	to
69736	70046	B	0.99944	session
70078	70274	B	1.0	three
70312	70466	B	1.0	for
70488	70626	B	1.0	a
70648	71170	B	1.0	second.
71320	71634	B	0.7	One
71672	72174	B	0.99903	takeaway
72222	72434	B	1.0	was
72472	73010	B	1.0	that
73160	73426	B	0.99998	when
73448	73634	B	0.71029	you
73672	74066	B	1.0	have
74168	74398	B	0.99869	non
74414	74874	B	0.30325	committing
74942	75234	B	0.49609	sectors
75282	75446	B	0.99998	in
75468	75558	B	1.0	a
75564	76162	B	0.99952	boundary,
76306	76706	B	0.99744	that's
76738	77282	B	0.99364	necessarily
77346	77526	B	1.0	going
77548	77686	B	1.0	to
77708	78550	B	0.99999	require
79210	79794	B	0.99996	classical
79842	80402	B	0.83497	communication
80466	80742	B	1.0	between
80796	81350	B	0.99999	them.
81500	81814	B	0.99996	So
81852	82054	B	1.0	that
82092	82680	B	0.99999	is
83050	83318	B	0.99994	more
83324	83398	B	0.99893	or
83404	83574	B	0.98788	less
83612	83718	B	1.0	the
83724	83846	B	0.99994	whole
83868	84054	B	1.0	point
84092	84294	B	0.95	of
84332	84920	B	1.0	today,
85290	86086	B	0.99987	how
86268	87058	B	0.03204	noncommittan
87074	87454	B	0.87812	sectors
87522	87754	B	0.99	may
87792	88438	B	0.77232	communicate,
88534	88746	B	0.94688	have
88768	88906	B	1.0	to
88928	89334	B	0.9997	communicate
89382	90170	B	0.99831	classically.
96110	96860	B	0.99473	Another
97550	98534	B	0.35529	introduction
98662	98858	B	0.99992	in
98864	99034	B	0.99991	this
99072	99274	B	0.9999	last
99312	99734	B	0.99997	lecture
99782	100380	B	0.99987	was
101410	101774	B	0.99961	this
101812	102014	B	0.9	new
102052	102522	B	0.99947	graphical
102586	103466	B	0.99908	notation,
103658	104618	B	0.88925	TQFT,
104714	104926	B	0.99997	if
104948	105086	B	0.99997	you
105108	105450	B	0.99991	wish
105530	105726	B	1.0	to
105748	105886	B	0.99994	call
105908	106046	B	0.99995	it
106068	106254	B	0.9943	that
106292	106686	B	0.99994	way
106788	107102	B	0.99993	for
107156	107374	B	1.0	any
107412	107566	B	1.0	of
107588	107726	B	0.99955	these
107748	108026	B	0.99725	clock
108058	108474	B	0.9675	ticks.
108522	108926	B	0.79482	Okay,
109028	109246	B	0.99532	so
109268	109546	B	0.70324	let's
109578	110270	B	0.94516	recall
110850	111166	B	1.0	the
111188	111422	B	0.99998	whole
111476	111886	B	1.0	process
111988	112640	B	1.0	of
113830	114798	B	0.96419	measuring
114974	115266	B	1.0	a
115288	115646	B	0.99762	sector
115678	116190	B	0.77325	environment
116270	116514	B	0.97	and
116552	116862	B	0.97061	writing
116926	117106	B	0.99767	it
117128	117314	B	0.99997	into
117352	117506	B	0.93	a
117528	117902	B	0.93644	memory
117966	118750	B	0.78495	environment
118910	119186	B	0.99983	can
119208	119346	B	0.99998	be
119368	119822	B	0.9989	simplified
119886	120114	B	1.0	to
120152	120738	B	0.99996	this
120904	121234	B	0.99948	sort
121272	121762	B	1.0	of
121896	122430	B	0.48883	tick
122510	123140	B	0.72773	that
123510	124430	B	0.99972	connects
124590	124974	B	0.72	two
125032	125346	B	0.99467	portions
125378	125526	B	0.92	of
125548	125638	B	0.79	the
125644	126274	B	0.93037	boundary
126402	127080	B	1.0	and
129130	129542	B	0.99999	everything
129596	129766	B	0.9976	we
129788	129974	B	0.87372	talk
130012	130262	B	0.99999	about
130316	130626	B	0.49691	lock
130658	131698	B	0.99739	protocols
131874	132166	B	0.99995	will
132188	132326	B	1.0	be
132348	132594	B	0.76331	written
132642	132758	B	0.99998	in
132764	133078	B	0.957	this
133164	133634	B	0.4908	graphical
133682	134470	B	0.98033	notation.
137550	138300	B	0.99874	So
140510	140886	B	0.96196	let's
140918	141114	B	0.99984	keep
141152	141354	B	1.0	going
141392	141498	B	1.0	a
141504	141674	B	0.99761	little
141712	142300	B	0.99993	bit.
143790	144202	B	0.99866	This
144256	144566	B	0.9986	slide
144598	144890	B	0.64213	is
144960	145146	B	0.96133	on
145168	145258	B	1.0	the
145264	145530	B	1.0	paper
145600	146074	B	0.99999	on
146192	146854	B	0.83045	sequential
146902	147414	B	0.85672	measurements
147462	148106	B	0.52541	from
148288	149562	B	0.97	2022.
149696	149946	B	0.99799	These
149968	150154	B	0.99725	are
150192	150780	B	0.99997	basically
151310	151578	B	1.0	the
151584	151938	B	0.84003	formal
151974	152314	B	0.59071	mapping
152362	152574	B	1.0	between
152612	153274	B	0.4728	QRFs
153322	153920	B	1.0	and
154930	155754	B	0.9996	topological
155802	156106	B	0.99994	quantum
156138	156382	B	0.99971	field
156436	156858	B	0.99371	theories.
156954	157214	B	0.8066	Okay.
157252	157406	B	0.99981	So
157428	157626	B	0.584	we're
157658	158238	B	0.99863	more
158404	158734	B	0.99973	used
158772	158974	B	1.0	to
159012	159166	B	1.0	the
159188	159514	B	0.99998	picture
159562	159726	B	0.99983	here
159748	159886	B	0.99962	on
159908	159998	B	1.0	the
160004	160174	B	0.99976	left
160212	160318	B	0.99964	hand
160324	160494	B	0.89305	side
160532	160638	B	1.0	of
160644	160814	B	0.94923	this
160852	161066	B	0.96698	slide,
161098	161438	B	0.97728	right
161524	161726	B	0.99995	with
161748	161838	B	1.0	the
161844	162314	B	0.86994	QRF
162362	162714	B	0.99767	sectors.
162762	163360	B	0.98711	But
164710	165470	B	0.94462	Pictorically
165550	165842	B	0.99998	speaking,
165896	166066	B	0.99995	this
166088	166226	B	0.99997	is
166248	166338	B	1.0	at
166344	166466	B	0.99991	least
166488	166626	B	0.99997	how
166648	166786	B	0.99989	they
166808	167490	B	0.98995	map.
169110	169714	B	0.63531	Okay?
169832	170066	B	1.0	And
170088	170706	B	0.98353	then
170888	171282	B	0.99995	from
171336	171940	B	0.9943	then
173190	173554	B	0.99986	we
173592	173842	B	0.9999	started
173896	174114	B	0.99969	talking
174152	174354	B	0.99999	about
174392	175114	B	0.99976	entanglement
175182	175366	B	0.99	and
175388	175714	B	0.99903	classical
175762	176710	B	0.81737	communications
177290	177654	B	0.99932	using
177692	177894	B	0.99981	this
177932	178418	B	0.99534	notation.
178514	178774	B	0.69	And
178812	178966	B	0.99995	this
178988	179222	B	0.99985	is
179276	179542	B	0.99994	probably
179596	179814	B	0.99999	where
179852	180006	B	0.99983	my
180028	180262	B	0.99703	questions
180316	180486	B	1.0	to
180508	180994	B	0.95658	Chris
181122	181462	B	0.56922	will
181516	182120	B	0.99719	start.
182650	183014	B	0.97744	So
183052	183254	B	0.53102	in
183292	183682	B	0.98405	section
183746	184360	B	1.0	Three,
185290	185654	B	0.99944	we
185692	186280	B	0.99989	saw
186810	187174	B	0.99949	this
187212	187462	B	0.99999	idea
187516	187734	B	0.99	of
187772	187974	B	0.99	the
188012	188814	B	0.61062	FEP
188962	190250	B	0.29787	asymptotically
190670	191034	B	0.99846	being
191072	191178	B	1.0	the
191184	191494	B	0.81958	principle
191542	191706	B	1.0	of
191728	192614	B	0.62204	unitarity,
192742	193770	B	0.83662	aka.
194830	195382	B	0.67492	Driving
195446	195674	B	0.67	the
195712	196300	B	0.99104	system,
196670	197034	B	1.0	the
197072	197414	B	0.93989	joint
197462	197962	B	0.9277	system,
198096	198486	B	0.87871	Alice
198518	198666	B	0.68	and
198688	199110	B	0.70502	Bob
199190	199434	B	0.78	to
199472	200482	B	0.99496	entanglement,
200646	200974	B	0.99706	which
201012	201166	B	0.8417	in
201188	201326	B	0.88038	this
201348	201754	B	0.99923	graphical
201802	202330	B	0.99988	notation,
202410	202906	B	0.99743	amounts
202938	203470	B	1.0	to
203620	204222	B	0.99962	them
204356	204702	B	0.99753	sort
204756	205360	B	1.0	of
205730	206750	B	0.99664	completing
207650	207966	B	1.0	a
207988	208490	B	0.97699	cycle
208570	209200	B	0.99971	here
209570	210078	B	0.99928	where
210164	210366	B	1.0	the
210388	210938	B	0.39736	QRFs
210954	211086	B	0.99997	are
211108	211466	B	0.99997	perfectly
211498	211786	B	0.74367	aligned,
211818	212014	B	0.86082	so
212052	212254	B	0.99991	that
212292	212698	B	1.0	the
212804	213170	B	0.86	S
213240	213694	B	0.99969	sector
213742	213906	B	1.0	of
213928	214258	B	1.0	one
214344	214686	B	0.94067	becomes
214718	214866	B	1.0	the
214888	215214	B	0.99982	memory
215262	215662	B	0.99547	sector
215726	215906	B	1.0	of
215928	216066	B	1.0	the
216088	216610	B	0.998	other.
216760	217074	B	0.99	And
217112	217810	B	0.99747	vice
218710	219122	B	0.93	I
219176	219538	B	0.98966	actually
219624	219826	B	1.0	at
219848	220034	B	0.99999	this
220072	220274	B	1.0	point
220312	220562	B	0.99996	already,
220616	220786	B	1.0	I
220808	220898	B	0.99997	have
220904	221026	B	0.86	a
221048	221620	B	0.99715	question
222310	222722	B	0.86747	for
222776	223490	B	0.88247	Chris.
223830	224098	B	1.0	I
224104	224226	B	0.98061	have
224248	224386	B	0.9783	it
224408	224638	B	0.99623	written
224654	225220	B	0.6372	down.
230330	230886	B	0.6358	Yes.
230988	231206	B	1.0	Two
231228	231462	B	0.99998	things
231516	231926	B	0.991	here,
232028	232790	B	0.99892	Chris.
233530	233942	B	0.99854	Number
233996	234600	B	1.0	one
234970	235720	B	0.81165	is
239390	239658	B	0.99977	in
239664	239834	B	0.99	the
239872	240122	B	0.74361	log
240176	240614	B	0.9884	protocol
240662	241142	B	0.63227	picture
241206	241386	B	1.0	we
241408	241594	B	0.99997	do
241632	241930	B	1.0	have
242000	242234	B	0.67	a
242272	243126	B	0.59103	distinguishing
243238	243994	B	0.99998	between
244192	244506	B	1.0	a
244528	244886	B	0.99998	quantum
244918	245258	B	0.71723	channel
245344	245546	B	1.0	and
245568	245658	B	1.0	a
245664	246102	B	0.99992	classical
246166	246826	B	0.99998	channel.
247008	247594	B	1.0	And
247712	247994	B	0.99999	if
248032	248330	B	1.0	I
248400	248806	B	1.0	understood
248838	249034	B	0.99999	that
249072	249274	B	0.99779	part
249312	250018	B	0.99896	correctly,
250134	250366	B	0.9984	we
250388	250574	B	0.9973	said
250612	251200	B	0.99971	that
251650	252186	B	0.99994	passage
252218	252366	B	1.0	of
252388	252622	B	0.99999	time
252676	252846	B	0.99996	or
252868	253386	B	0.79445	expenditure
253418	253614	B	1.0	of
253652	254142	B	0.99829	energy,
254276	254622	B	0.9303	free
254676	255278	B	0.99998	energy
255444	255870	B	0.9999	only
255940	256506	B	0.67713	corresponds
256538	256686	B	1.0	to
256708	256798	B	1.0	the
256804	257242	B	0.99949	classical
257306	257962	B	0.76844	tick.
258106	258654	B	0.99582	So
258772	259054	B	0.99982	in
259092	259680	B	0.95917	this
260450	261082	B	0.98856	quantum
261146	261834	B	0.99534	entanglement
261882	262282	B	0.99998	picture
262346	262766	B	0.9999	where
262868	263086	B	0.99999	you
263108	263258	B	0.99998	don't
263274	263454	B	0.99999	quite
263492	263742	B	0.89905	have
263796	264062	B	0.99995	that,
264116	264286	B	0.9528	is
264308	264458	B	0.9643	it
264484	264626	B	0.99976	fair
264648	264786	B	1.0	to
264808	264946	B	0.99999	say
264968	265154	B	0.99966	that
265192	265502	B	0.94433	there's
265566	265794	B	0.99996	no
265832	266034	B	1.0	such
266072	266274	B	0.99999	thing
266312	266754	B	0.64834	as
266872	267106	B	0.65	a
267128	267454	B	0.99888	classical
267502	267762	B	0.65591	take
267816	268034	B	0.99997	no
268072	268366	B	0.99991	passage
268398	268546	B	1.0	of
268568	268802	B	0.99997	time,
268856	269074	B	0.99999	no
269112	269646	B	0.99985	expenditure
269678	269874	B	0.52	of
269912	270114	B	0.99985	free
270152	270738	B	0.99996	energy.
270904	271234	B	0.99327	Is
271272	271426	B	0.99992	this
271448	271586	B	1.0	a
271608	272430	B	0.95763	degenerate
272510	273070	B	0.99919	picture
273150	273346	B	1.0	of
273368	273458	B	1.0	the
273464	273886	B	0.37956	locked
273918	274382	B	0.9999	protocol
274446	274914	B	0.99995	where
275032	275278	B	1.0	the
275304	275666	B	0.98666	sectors
275698	275894	B	0.99995	were
275932	276258	B	0.99994	aligned
276274	276406	B	0.86	the
276428	276614	B	0.99974	right
276652	277334	B	0.99999	way
277532	278038	B	0.86	and
278124	278482	B	0.99083	boom,
278546	278726	B	0.99998	you
278748	278886	B	0.99986	got
278908	279090	B	0.96597	rid
279090	279206	B	0.89	of
279228	279414	B	1.0	that
279452	279842	B	0.99994	classical
279906	280520	B	0.99928	thing
281690	282054	B	0.55	and
282092	282306	B	0.98242	that's
282338	282582	B	0.99974	it.
282636	282854	B	0.92	And
282892	283314	B	0.99991	secondly,
283362	283526	B	1.0	I
283548	283974	B	0.99999	guess,
284092	284374	B	0.60447	what
284412	284566	B	0.99942	does
284588	284774	B	0.9318	it
284812	285350	B	0.99999	mean
285500	285814	B	1.0	for
285852	286054	B	0.99998	these
286092	286342	B	1.0	two
286396	287230	B	0.98883	parts,
287410	287814	B	0.85848	quote
287862	288646	B	0.94644	unquote
288838	289146	B	0.99808	from
289168	289306	B	1.0	the
289328	289850	B	0.99993	paper,
290000	290314	B	1.0	to
290352	290742	B	0.99374	implement
290806	291420	B	0.96	a
293390	293862	B	0.50914	joint
293926	294374	B	0.99366	quantum
294422	295020	B	0.76942	process?
299860	300416	C	0.85188	So,
300518	301170	C	0.97802	yeah,
301940	302304	C	0.99971	this
302342	302592	C	0.99996	is
302646	302924	C	0.99992	not
302982	303348	C	0.69	a
303434	303904	C	0.97616	lock
303952	304608	C	0.88466	protocol,
304704	305568	C	0.99651	clearly,
305744	306470	C	0.99306	because
307560	307924	C	0.85909	there
307962	308164	C	0.98365	is
308202	308836	C	0.99913	no
309018	310020	C	0.99621	classical
310760	311860	C	0.8488	communication.
312280	313076	C	0.9	And
313258	313556	C	0.99975	in
313578	314150	C	0.97986	fact,
314520	315460	C	0.99083	Alice
316140	316552	C	0.94102	is
316606	316920	C	0.99992	not
316990	317508	C	0.91558	divided
317604	318250	C	0.99991	into
319420	320100	C	0.99209	multiple
320180	321012	C	0.99746	compartments.
321076	321690	C	0.98597	Here
322700	323284	C	0.99617	Alice
323332	323544	C	0.99963	is
323582	323832	C	0.99994	just
323886	324920	C	0.81786	implementing
325900	326264	C	0.9848	this
326302	326648	C	0.99983	single
326734	327204	C	0.67675	quantum
327252	327656	C	0.99903	process,
327758	328410	C	0.56	Q.
329360	330110	C	0.99	And
334720	335276	C	0.98567	because
335378	335740	C	0.6956	these
335810	336312	C	0.7302	sectors
336376	336844	C	0.83811	are
336962	337628	C	0.66487	because
337794	338172	C	0.99981	these
338226	339240	C	0.67654	QRFs
339320	339612	C	0.96573	are
339666	340184	C	0.99999	perfectly
340232	341180	C	0.99897	aligned,
343860	344224	C	0.99993	we
344262	344464	C	0.99997	can
344502	344752	C	0.99998	think
344806	345410	C	1.0	of,
348580	349330	C	0.99991	remember
352760	353604	C	0.53574	from
353802	354308	C	0.9999	probably
354394	354740	C	1.0	the
354810	355428	C	1.0	second
355594	356500	C	0.83617	session
359320	360070	C	0.99	the
360440	361104	C	0.99994	picture
361152	361364	C	0.50434	that
361402	361604	C	0.99893	you
361642	361796	C	0.99748	were
361818	362052	C	0.99993	very
362106	362468	C	0.99998	interested
362554	363190	C	0.98157	in
363800	364550	C	0.84036	under
366860	367272	C	0.98	of
367326	367544	C	0.96	the
367582	367924	C	0.67086	Wick
367972	368920	C	0.49469	rotation
371900	373080	C	0.92793	reversing
373580	374184	C	0.99997	time
374302	374776	C	1.0	between
374878	375284	C	0.99033	Alice
375332	375544	C	1.0	and
375582	376308	C	0.81203	Bob.
376484	376968	C	0.65748	So
377054	377760	C	0.77176	Alice's
377860	378184	C	0.94085	clock
378232	378396	C	0.99933	in
378418	378990	C	0.97077	fact
379680	380216	C	0.99824	ticks
380248	380348	C	0.99994	in
380354	380524	C	1.0	the
380562	380984	C	0.64192	opposite
381032	381640	C	0.99997	direction
381720	381964	C	0.99993	from
382002	382376	C	0.99417	Bob's
382408	383100	C	0.92443	clock
383440	383900	C	0.99941	because
383970	384204	C	0.99998	both
384242	384348	C	1.0	of
384354	384572	C	0.99994	their
384626	385016	C	0.99996	internal
385048	385448	C	0.97627	clocks
385464	385644	C	0.96967	are
385682	386152	C	0.99983	counting
386216	386824	C	0.76592	incoming
386872	387352	C	0.97449	bits,
387416	387788	C	0.86761	not
387874	388860	C	0.99554	outgoing.
390640	391100	C	0.77257	In
391170	391416	C	0.99187	this,
391458	391616	C	0.99242	in
391638	391776	C	1.0	the
391798	391984	C	0.99995	right
392022	392224	C	0.99911	side
392262	392416	C	1.0	of
392438	392672	C	0.9579	this
392726	393520	C	0.94892	picture,
396100	396512	C	0.99992	there
396566	396832	C	0.99994	is
396886	397296	C	0.99997	no
397398	398156	C	0.99577	overall
398268	398930	C	0.99993	time.
399620	399936	C	0.99904	You
399958	400144	C	0.9999	can
400182	400336	C	0.99984	think
400358	400930	C	1.0	of
401460	402252	C	0.8374	Alice's
402316	403120	C	0.61632	clock
403960	404688	C	0.82236	ticking
404784	405332	C	0.99938	forward
405466	405812	C	1.0	one
405866	406580	C	0.71	unit
407000	407364	C	1.0	and
407402	407652	C	0.99989	then
407706	408176	C	0.99665	Bob's
408208	408592	C	0.83647	clock
408656	409200	C	0.97628	ticking
409280	409872	C	0.99955	backward
409936	410212	C	1.0	one
410266	410980	C	0.98	unit.
411720	412132	C	0.99812	So
412186	412790	C	0.96446	that
416060	416616	C	0.59	the
416718	417320	C	0.95987	information
417470	418244	C	0.97057	flow
418372	418808	C	0.99987	is
418894	419432	C	0.99996	completely
419566	419912	C	0.99976	time
419966	420660	C	0.82533	symmetric
420740	420984	C	1.0	between
421022	421444	C	0.2936	Alice
421492	421656	C	1.0	and
421678	422388	C	0.99861	Bob.
422564	422904	C	0.99435	So
422942	423096	C	0.99953	we
423118	423304	C	0.99951	can
423342	423544	C	0.99984	think
423582	424264	C	0.82	of
424462	424872	C	0.99999	both
424926	425096	C	1.0	of
425118	425352	C	0.99998	these
425406	426360	C	0.94426	processes,
426700	427112	C	1.0	q
427166	427384	C	1.0	and
427422	427672	C	1.0	Q
427726	428440	C	0.6683	prime,
428880	429436	C	0.97244	as
429538	429804	C	0.99999	bi
429842	430584	C	0.56551	directional
430632	430892	C	0.99988	in
430946	431550	C	0.99909	time.
432480	432856	C	0.99858	That's
432888	433036	C	1.0	what
433058	433196	C	0.99999	it
433218	433404	C	0.99997	means
433442	433596	C	1.0	to
433618	433804	C	1.0	have
433842	433948	C	1.0	a
433954	434344	C	0.82775	pure
434392	435032	C	0.87594	unitary
435096	435710	C	1.0	process.
438320	438684	B	0.99997	So
438722	438924	B	0.99998	no
438962	439164	B	0.99983	time
439202	439784	B	0.97143	asymmetry.
439832	440056	B	0.73046	That's
440088	440236	B	0.99998	what
440258	440396	B	0.91246	it
440418	440760	B	0.99077	is.
440850	441152	C	0.99994	Right.
441206	441376	C	0.99993	So
441398	441536	C	1.0	there
441558	441744	C	0.99609	is
441782	441984	C	1.0	no
442022	442224	C	0.99994	time
442262	442924	C	0.56771	asymmetry
442972	443136	C	0.99999	in
443158	443344	C	0.99999	this
443382	444108	C	0.98021	picture.
444284	445010	C	0.99	And
445460	445824	C	0.99983	when
445862	446016	C	0.99998	you
446038	446476	C	0.99218	introduce
446508	446924	C	0.99985	classical
446972	447564	C	0.99768	communication,
447612	447776	C	1.0	of
447798	447936	C	0.99999	course
447958	448144	C	0.99997	you
448182	448336	C	0.99999	have
448358	448496	C	1.0	to
448518	448704	C	1.0	have
448742	448896	C	1.0	a
448918	449152	C	0.99871	time
449206	450300	C	0.89979	asymmetry.
450460	450880	B	0.99625	Right.
450950	451570	C	0.99987	Because
452180	452544	C	0.63035	you
452582	452844	C	0.99984	have
452902	453172	C	0.53616	this
453226	453396	C	0.56	I
453418	453604	C	0.98341	mean,
453642	454464	C	0.56805	classicality
454512	454724	C	0.99985	is
454762	455264	C	0.88843	defined
455312	455476	C	0.99999	by
455498	455732	C	0.99997	this
455786	456096	C	0.99988	notion
456128	456324	C	0.99	of
456362	457700	C	0.90799	irreversibility.
458440	458756	B	0.84	I
458778	459060	B	0.56892	see.
459130	459316	C	0.99911	Which
459338	459572	C	0.99881	is
459626	459844	C	0.99816	just
459882	460084	C	1.0	the
460122	460660	C	0.99976	same
460810	461124	C	0.99987	as
461162	461412	C	0.99261	time
461466	462656	C	0.98009	asymmetry.
462848	463156	C	0.99	And
463178	463456	C	0.99917	it's
463488	463732	C	1.0	the
463786	464752	C	0.7265	irreversibility
464816	465044	C	0.99992	that
465082	465516	C	0.95126	burns
465568	465976	C	0.831	energy.
466078	466730	C	0.97076	So
467500	467864	C	0.99992	there
467902	468056	C	0.99998	has
468078	468216	C	1.0	to
468238	468376	C	0.99999	be
468398	468776	C	0.99954	energy
468878	469412	C	0.9999	flow
469476	469800	C	1.0	between
469870	470244	C	0.93363	Alice
470292	470456	C	1.0	and
470478	471160	C	0.9809	Bob
473340	473752	C	1.0	to
473806	474410	C	0.99951	drive
477510	477874	C	0.9991	what
477912	478500	C	0.99922	is
479050	479414	C	0.99605	from
479452	479702	C	0.87	a
479756	480322	C	0.64173	global
480386	480614	C	1.0	point
480652	480806	C	1.0	of
480828	481400	C	0.96828	view
482090	482646	C	0.87	and
482748	483062	C	0.99985	only
483116	483286	C	0.92371	an
483308	483730	C	0.99965	apparent
483810	484610	C	0.65562	asymmetry,
484690	485030	C	0.99992	but
485100	485670	C	0.99997	from
485820	486182	C	0.72	the
486236	486406	C	1.0	point
486428	486566	C	1.0	of
486588	486822	C	0.99997	view
486876	487574	C	1.0	of
487772	488354	C	0.99779	Alice
488402	488662	C	0.71	One
488716	488886	C	1.0	and
488908	489330	C	0.89372	Alice
489410	489942	C	0.99	Two
490076	490422	C	0.99999	as
490476	491106	C	0.76575	components
491138	491334	C	1.0	of
491372	492070	C	0.95628	Alice,
493790	494246	C	0.8364	they're
494278	494474	C	0.85	the
494512	494810	C	1.0	ones
494880	495210	C	1.0	who
495280	495562	C	0.99998	see
495616	495834	C	1.0	the
495872	496970	C	0.98094	asymmetry.
501390	501898	B	0.99967	So
501984	502234	B	0.68	I
502272	502860	B	0.99999	guess
503230	503594	B	0.99999	just
503632	503882	B	0.91	to
503936	504274	B	0.75802	tie
504342	504478	B	0.99996	back
504484	504702	B	0.84	to
504756	504926	B	1.0	the
504948	505134	B	0.99995	question
505172	505374	B	0.81	of
505412	505566	B	1.0	the
505588	505822	B	0.6	week
505876	506826	B	0.99564	rotation,
507018	507470	B	0.99999	once
507540	507822	B	0.99997	this
507876	508618	B	0.99644	joint
508794	509230	B	0.99999	process
509300	509534	B	0.98499	is
509572	510490	B	0.75892	implemented
510650	511306	B	0.47888	naively,
511338	511534	B	1.0	one
511572	511774	B	0.99999	can
511812	512400	B	0.99997	say
513010	513374	B	0.99997	is
513412	513566	B	0.89349	this
513588	513962	B	0.67153	cycle
514026	514446	B	0.99996	going
514548	515066	B	0.93268	clockwise
515098	515246	B	1.0	or
515268	516026	B	0.9964	counterclockwise?
516058	516410	B	0.91	And
516500	516706	B	0.98395	is
516728	516866	B	0.99993	that
516888	517026	B	0.99968	going
517048	517234	B	0.97	to
517272	517694	B	0.88226	define
517742	518340	B	0.82434	on
519190	519950	B	0.73333	originally
520030	520414	B	0.99926	whenever
520462	520674	B	0.99742	these
520712	521202	B	0.9999	guys
