text	entity_type		start	end
Stein	person_name		4887688	4888024
statistics	occupation		4939858	4940504
machine learning	occupation		5003194	5003812
statistics	occupation		5004122	5004544
control theory	occupation		5095830	5096700
Stein	person_name		5109632	5109888
Barp	person_name		5161880	5162464
quantitative modeling	occupation		5276782	5277972
quantitative modeling	occupation		5281922	5283128
math	occupation		5324878	5325124
math	occupation		5358288	5358544
Barp	person_name		5360042	5360384
computational statistics	occupation		5367722	5369252
applied information theory	occupation		5370222	5371720
Barp	person_name		5408938	5409168
Bayesian statistics	occupation		5452112	5453450
Friston	person_name		5496332	5496786
Friston	person_name		5520612	5520986
authors	occupation		5564778	5565402
Bayesian mechanics	occupation		5566202	5567470
authors	occupation		5580344	5580654
statistics	occupation		5607968	5608890
cognitive science	occupation		5609550	5610726
engineering	occupation		5611216	5612198
statistical mechanics	occupation		5803552	5804982
Bayesian mechanics	occupation		5809008	5809814
Friston	person_name		5832798	5833358
Hamilton	person_name		5918930	5919706
statistics	occupation		5968564	5969114
cognitive science	occupation		5969162	5969866
engineering	occupation		5970068	5970990
Bayesian mechanics	occupation		6088268	6089474
Dalton	person_name		6089932	6090322
esian scientific epistemology	occupation		6129208	6131330
Bayesian decision theory	occupation		6151830	6153270
statistical mechanics	occupation		6161792	6162922
statistics	occupation		6164548	6165470
Hamilton	person_name		6177768	6178318
Statistics	occupation		6257408	6258038
scientist	occupation		6279144	6279614
researcher	occupation		6280008	6280862
Bayesian epistemology	occupation		6317220	6318602
Bayesianism	occupation		6320378	6321370
authors	occupation		6375928	6376610
team AZ	organization		6525412	6525818
Clark	person_name		6548044	6548294
Par Pazulo	person_name		6553948	6554786
Friston	person_name		6554924	6555550
neurobiology	occupation		6712128	6713250
statistics	occupation		6713652	6714330
Par	person_name		6728824	6729250
folk psychology	occupation		6762262	6763386
authors	occupation		6919552	6919990
