text	entity_type		start	end
physics	occupation		1535878	1536284
quantum theory	occupation		1629138	1630220
algebra	occupation		1659326	1660280
quantum theory	occupation		1698842	1700016
quantum mechanics	occupation		1736758	1738076
algebra	occupation		1745370	1746500
quantum theory	occupation		1764622	1765508
quantum theory	occupation		1802442	1803540
Alice	person_name		1986582	1987084
operator	occupation		2002058	2002560
agent	occupation		2005258	2005492
operator	occupation		2006138	2006512
Alice	person_name		2063166	2063476
Bob	person_name		2063678	2064360
Alice	person_name		2067822	2068372
Bob	person_name		2071186	2071544
Bob	person_name		2073970	2074392
Alice	person_name		2077362	2077896
Alice	person_name		2080338	2080792
Bob	person_name		2086406	2086764
Alice	person_name		2093286	2093772
Bob	person_name		2099400	2099904
Bob	person_name		2106442	2106784
alice	person_name		2110700	2111204
Bob	person_name		2117806	2118084
Alice	person_name		2123920	2124472
Bob	person_name		2124802	2125144
Alice	person_name		2130480	2130984
Bob	person_name		2133542	2133836
Alice	person_name		2135942	2136364
Alice	person_name		2181842	2182104
Bob	person_name		2182274	2182536
Alice	person_name		2183186	2183564
Bob	person_name		2183734	2183916
Alice	person_name		2228880	2229384
Bob	person_name		2229618	2229896
Alice	person_name		2238900	2239404
Bob	person_name		2239574	2239836
Alice	person_name		2251322	2251808
bob	person_name		2254224	2254544
Bob	person_name		2256666	2257024
Alice	person_name		2257738	2258368
Shannon	person_name		2316540	2317172
cosmology	occupation		2396586	2397860
quantum information theory	occupation		2408126	2409572
Alice	person_name		2423250	2423784
Bob	person_name		2424082	2424696
Bob	person_name		2452634	2453380
Alice	person_name		2476642	2477016
Bob	person_name		2477218	2477544
Feynman	person_name		2533140	2533916
Feynman	person_name		2538262	2538732
Alice	person_name		2543286	2543820
Alice	person_name		2564638	2565092
Alice	person_name		2567198	2567716
Alice	person_name		2576168	2576968
Alice	person_name		2646202	2646624
Bob	person_name		2658926	2659800
Bob	person_name		2665182	2665972
Feynman	person_name		2673282	2673656
Alice	person_name		2682950	2683324
Alice	person_name		2685574	2686172
Bob	person_name		2689510	2689916
Alice	person_name		2704282	2704896
Bob	person_name		2707038	2707476
Alice	person_name		2712030	2712580
Alice	person_name		2725106	2725672
Feynman	person_name		2742822	2744008
Feynman	person_name		2791238	2791724
Quantum theory	occupation		2811438	2812164
Quantum theory	occupation		2828242	2829272
quantum mechanics	occupation		2833926	2835360
Feynman	person_name		2837590	2838268
quantum mechanics	occupation		2843862	2844880
quantum theory	occupation		2858990	2859860
quantum theory	occupation		2866542	2867252
science	occupation		2875410	2875912
philosophy	occupation		2876312	2877112
Alice	person_name		2896570	2897024
Bob	person_name		2897194	2897552
Einstein	person_name		2908782	2909364
Alice	person_name		2924242	2924616
Bob	person_name		2924818	2925384
Alice	person_name		2944566	2944844
Bob	person_name		2945014	2945372
Alice	person_name		2949690	2950192
Bob	person_name		2961086	2961764
Alice	person_name		2963934	2964840
Alice	person_name		2992662	2993468
Bob	person_name		3001146	3001600
Alice	person_name		3009918	3010840
alice	person_name		3011420	3012004
Bob	person_name		3013758	3014084
Bob	person_name		3028720	3029272
Bob	person_name		3046442	3046816
Alice	person_name		3053242	3054000
Alice	person_name		3087782	3088204
Bob	person_name		3091686	3092092
quantum theory	occupation		3151898	3153060
quantum theory	occupation		3184118	3185036
quantum theory	occupation		3191302	3191964
quantum theory	occupation		3248778	3249860
science	occupation		3287046	3287404
particle physics	occupation		3287788	3288652
science	occupation		3296378	3296736
sociology	occupation		3297482	3298420
Andrew	person_name		3330002	3330296
Saturday, the 1 July	date		3331746	3333132
July 13	date		3337894	3339424
Saturday, the 1 July	date		3351322	3353140
Chris	person_name		3369740	3370470
